message,epi
durch Fremdattribution der Mutter und des Vaters.,1
und daß Negative Fremdattributionen durch Eltern vorliegen ,1
"Meiner Meinung nach liegt hier das größte Problem darin, dass er und seine Eltern das Problem nur auf fehlendes Talent beziehen, sprich stabil intrinsisch.",1
"In der Attributionstheorie sind Michaels Leistungen als internal stabil zu betrachten, da er selber nicht von seiner Begabung im Bereich Mathematik überzeugt ist.",0
"Wobei die Unsicherheit eher dadurch verstärkt wird, dass der Vater auch stabil-internal fremdattribuiert (Familie als Schrecken der Mathelererin). Ein wichtiges Konzept, was man insgesamt beachten sollte, sind die gegensätzlichen Fremdattributionen von Familie und Mathelererin, die nach Z71 Michael Peters beeinflussen",1
" fremdattribution,",1
1.Hypothese zum Fall:,0
Relativierungen des Arguments:,0
Ja gut.,0
"Sie sagen, dass sie selber ""Mathenieten"" seien und daher die schlechten Noten des Jungen nicht schlimm seien, sie lachen sogar darüber. Diese Fremdattribuierung verstärkt die Selbstattribution des Jungen, seine schlechten Noten auf die mangelnde Begabung zurückzuführen.",1
"stabil ein, denn die Mutter sagt, sie sei auch keine Leucht in Mathe gewesen. ",1
Dieses Attributionsmuster wird von seinen Eltern unterstützt ->Fremdattribution,1
"Und die Fremdattribution von seinen Eltern ist auch schlecht. Die denken, er wäre unbegabt und sagen ihm das auch ganz offen",1
aber dafür ist es fast schon zu spät.,0
"Das sehe ich genauso. Und hinzu kommen noch die Fremdattributionen der Lehrerin und der Eltern, die für sein Selbstkonzept in Mathe auch nicht förderlich sind.",1
ATTRIBUTIONEN WIRKEN SICH FOLGENDERMAßEN AUF DAS LERNEN AUS:,0
andererseits positiv von seinen Eltern.,1
" Doch genau so stark wirkt die Fremdattributation mit auf ihn ein, da seine Eltern",1
(--> Fremdattribution),1
( internal ,1
Mathe -Leistung als ,1
"Du hast gerade geschrieben, dass Michael Schwierigkeiten in Mathe hat und dem stimme ich zu. Allerdings glaube ich, dass er interal stabil attribuiert, seinen Misserfolg also auf seine (nicht vorhandene) Fähigkeiten in Mathe schiebt (oder wie du sagst mit fehlender Begabung). Und es scheint auch so, als würden seine Eltern ihn darin bestärken, weil sie behaupten, dass die ganze Familie nur mit Spickern bestehen konnte. Seine Lehrerin schiebt es auf Michaels Faulheit und da bin ich mir gerade nicht sicher, wie ich das einordnen soll",1
"Ich finde, dass seine Eltern hier ein viel größeres Problem darstellen. Dadurch, dass sie sagen, dass es in der Familie liegt, dass er in Mathe Probleme hat, fängt Michael zu glauben, dass es sowieso nichts bringt. Er hört dann auch noch von einer seiner Bezugspersonen (sein Vater) viel geschummelt hat. Das kann ihn dazu bringen, dass er das auch macht.",1
"Gut. Können wir uns darauf einigen, dass die Eltern wie in 41 beschriebene das Problem internal stabil attribuieren (keine Mathebegabung) und die Lehrkraft internal variabel (Faulheit)?",1
OK?,0
 auch noch eine internale,1
ICH VERMUTE FOLGENDE ATTRIBUTION IN DIESEM FALL:,0
Hallo,0
 schuld an seinem Mißerfolg in Mathe sind.,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass man versuchen sollte, die ungünstige Selbstattribution des Schülers zu verändern",0
"Die Gründe für die Schwierigkeiten der Hauptperson liegen in der Selbstattribution selbiger, sowie in der Fremdattribution durch die Eltern. Beide Attributionen zielen auf die mangelnde Begabung der Hauptperson ab, also eine internal, stabile Attribution. Zudem sieht die Hauptperson trotz der Fremdattribution von Frau Weber auf Faulheit/Anstrengung (internal, variabel) nicht optimistisch auf das kommende Schuljahr.",1
"die Fremdattribution der Eltern, die ihn in seinen Erklärungen noch unterstützen. ",1
Die Eltern attribuieren völlig falsch.,1
1.Hypothese zum Fall:,0
"""Michael ist schlecht in Mathe. Er ist über seine eigenen Fähigkeiten verunsichert. Seine Lehrerin attribuiert seine Leistung auf seine mangelnde Anstrengung. Seine Eltern attribuieren seine Leistung auf die generelle familiäre unbegabtheit im bereich mathematik. Leider scheinen seine eltern einen stärkeren Einfluss auf seine eigene attribution der situation zu haben, weshalb er unsicher ist dass er das nächste schuljahr schafft?",1
"Ferner finde ich es sehr schade, daß M.´s Familie ihn dermaßen demotiviert und sich quasi mit der Matheunfähigkeit ihres Sprößlings  abfindet, ",1
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar habe ich das anders gemeint: seine Eltern fremdattribuieren bei ihm den Misserfolg in Matze auf mangelnde Begabung.",1
haha ok,0
Ich schaue auch nochmal kurz im Text nach,0
 eher dem Zufall zuschreiben.,0
" Dann merkt er vielleicht, dass er doch nicht so schrecklich unbegabt sein muss.",0
"er ist zu faul, um sich anzustrengen",0
prinzipiell hat er nur negative,1
seine eltern haben ihn (zu seinem nachteil) in dieser haltung bestätigt (negative fremdattribution) da die ganze familie in mathe schlecht ist.,1
also: - elternabhängige Fremdattribution ,1
" Aber wenn sich trotz gestiegener Motivation und Anstrengung kein Erfolg einstellt, wird der Schüler wohl absolut aufgeben, in diesem Fach Leistung zu erbringen.",0
"Wenn alles klar ist, dann könnt ihr jetzt mit eurer Diskussion beginnen. Ihr habt 30 Minuten Zeit.",0
"Die Gründe für die Schwierigkeiten der Hauptperson liegen in der Selbstattribution selbiger, sowie in der Fremdattribution durch die Eltern. Beide Attributionen zielen auf die mangelnde Begabung der Hauptperson ab, also eine internal, stabile Attribution. Zudem sieht die Hauptperson trotz der Fremdattribution von Frau Weber auf Faulheit/Anstrengung (internal, variabel) nicht optimistisch auf das kommende Schuljahr.",1
 zielt auf den internal,0
"Dies führt dazu, der Sohn gar keine Möglichkeit sieht jemals wesentlich besser abzuschneiden, was seine Leistungsmotivation denkbar ungünstig beeinflusst. ",0
Michael interessiert sich nicht für Mathe,0
internal,1
"eltern sagen ,das 1.)die ganze familie keine leuchten in mathe waren und der vater noch hinzufügt, dass er sein matheprüfung auch nur gerade so geschafft hat.",0
"und darin auch durch die Aussagen seiner Eltern bestätigtwird,",1
"Da hast du recht. Also haben wir bei den Gründen und Faktoren für die Schwierigkeiten bisher die internal/stabile Fremdattribution durch die Eltern, die den Jungen zwar erleichtern, aber nicht hilfreich sind und die Einstellung der Lehrerin. Ist der external/stabil?",1
"er hat sie einfach auf seine mangelnde begabung zurück geführt und gedacht wenn ich richtig lerne, dann schaff ich das schon. ",0
"Du hast gerade geschrieben, dass er seinen Misserfolg internal stabil attribuiert, da stimme ich dir zu. Ein weiteres Problem ist, dass seine Eltern ihn dabei unterstützen und sagen, sie seien ja alle nicht gut in Mathe",1
Andere Einstellung der Eltern kann helfen.,1
"Da stimme ich dir voll und ganz zu! Sein Vater möchte ihn mit der Entschuldigung, dass er auch nicht gut war, ""trösten"" und dadurch ihm die Angst vorm Versagen nehmen möchte und ihn nicht blöd oder gar dumm darstellen möchte. Einserseits ist das, wie du sagst Fremdattribtion, ""es liegt in der Familie"" - also internal unstabil (?) - und andererseits liegt die Schwierigkeit auch an der Lehrerin, da sie ihm die Motivation weg nimmt, in dem sie sagt, er würde sich wohl kaum verbessern können.",1
"Abschlußanalyse:Durch die bisher ungünstige Fremdattribution der Eltern, die Michaels geringes Selbstvertrauen hinsichtlich Mathe nur noch mehr gestärkt hat, sollten die Eltern ihrem Kind jetzt Mut machen und für seine schlechten Noten den Zufall oder mangelnde Anstrengung verantwortlich machen. Das würde seine Motivation sicher beträchtlich fördern. ",1
"Unterstützung von den beiden Seiten sowohl von Eltern,als auch von dem Lehrer",0
Fremdattribution entseht durch die familie (stabil externale attribution) und durch die lehrerin (variabel externale attribution),1
und nicht Misserfolge mit mangelnde Begabung zu erklären.,1
Belege und Begründungen:,0
"Eine neue Idee zu diesem Fall ist zudem, auch eine internale variable Attribution zu fördern, also den Fokus auf den eigenen Fleiß und Einsatz. Dieser Fokus kommt weder in der Selbstattribution des Jungen, noch in der Selbst- und Fremdattribution der Eltern.",1
und nicht Misserfolge mit mangelnde Begabung zu erklären.,1
"Unsere Lösung/Erklärung lautet: Der Schüler sollte darüber aufgeklärt werden, wie sich Fremdattribution, die internal und stabil ist, auf ihn auswirkt und warum es besser wäre, sich von dem Einfluss seiner Familie zu lösen und eine internale variable Attribution anzunehmen.",1
"Ja ich bin auch deiner Meinung, dass die Selbstattribution durch die Fremdattribution bestärkt vielleicht sogar zustande gekommen ist!",1
"eingeredet, er könne kein Mathe. ",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass sich die mutter auch auf die Begabung bezieht",1
Fremattribution auch eine,1
Das internale Versagen kann auch als Herausfforderung angesehen werden.,0
"so wie ihr Sohn, erher ungünstig.",1
"und dadurch ist der schüler gleich unmotiviert und begründet seine Leistung durch die ausreden, obwohl er in Wahrheit sehr wohl bessere Leistungen erbringen könnte",1
"Du hast gerade geschrieben, dass sie denken sie seinen nicht begabt. Denkst du es gibt noch Gründe?",1
den misserfolg auf genetische benachteiligung (wir sind alle keine leuchten in mathe) zu schieben und darüber witze zu machen trägt nicht zur bekämpfung des problems bei.,0
Fremdattribution durch die Eltern,1
"Michael hat Schwierigkeiten in dem Fach Mathematik. Letztes Jahr hat er gerade so bestanden. Michael begründet seinen Misserfolg in Mathematik internal stabil, nämlich mit mangelnder Begabung. Dies führt dazu, dass er es aussichtslos sieht sich weiter anzustrengen. Unter genauerer Beobachtung sieht man, dass einerseits die Eltern, andererseits die Lehrkraft ihm seinen Misserfolg zuschreiben. Seine Eltern schreiben seinem Misserfolg in Mathematik external stabile Ursachen zu, nämlich, dass die ganze Familie schon immer unbegabt war. Michael übernimmt diese Ansicht, ist unmotiviert und nutzt das Verhalten seiner Eltern als Ausrede. Durch die Fremdattributionen seiner Eltern geht Michael nicht davon aus, die Schwierigkeit (Mathematik im neuen Schuljahr) bewältigen zu können. Die Lehrkraft hingegen interpretiert seinen Misserfolg internal variabel, als Faulheit",1
"Die beiden sind nämlich ""ungünstige",1
"stabil ein, denn die Mutter sagt, sie sei auch keine Leucht in Mathe gewesen. ",1
"Es ist ok., dass anstrengend arbeiten muss um Matheprüfung zu bestehen, die begabung ist aber auch sehr wichtig",0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass der Vater, der ja in einer Modelfunktion hier spricht, selbst sagt, er habe nur mit Spicken beim ""Schrecken der Mathelehrer"" bestanden. Das heißt, er attribuiert selbst sein Bestehen nur auf das Verfassen guter Schummelmethoden und nicht auf seine Fähigkeiten. Das ist als Vater fatal, denn woran soll sich Michael orientieren?! Mit der Aussage ""Schrecken der Mathelehrer"" wird ja auch impliziert, dass, die Aufgabenstellungen ziemlich schwer und die Anforderungen der Lehrperson sehr anspruchsvoll sind. Auch das",0
wollen wie es vielleicht so machen: Wir arbeiten die Punkte einzeln ab und fügen am Ende alles zusammen?,0
 internal-,1
1.Hypothese zum Fall:,0
hiermit üben sie auf peter eine internal ,1
-> extrem ungünstig,1
PROGNOSE UND PÄDAGOGISCHE KONSEQUENZEN AUS DER PERSPEKTIVE DER ATTRIBUTIONSTHEORIE:,0
Michael ist nur faul,0
"Du hast gerade geschrieben, dass Michael Schwierigkeiten in Mathe hat und dem stimme ich zu. Allerdings glaube ich, dass er interal stabil attribuiert, seinen Misserfolg also auf seine (nicht vorhandene) Fähigkeiten in Mathe schiebt (oder wie du sagst mit fehlender Begabung). Und es scheint auch so, als würden seine Eltern ihn darin bestärken, weil sie behaupten, dass die ganze Familie nur mit Spickern bestehen konnte. Seine Lehrerin schiebt es auf Michaels Faulheit und da bin ich mir gerade nicht sicher, wie ich das einordnen soll",1
Belege und Begründungen:,0
"Der Schüler wird auf jeden Fall schon mal von den Eltern schlecht fremdattribuiert, das sie ihm gar nicht zutrauen, in Mathe eine grundsätzliche Begabung für gute Noten zu haben.",1
"Schwierigkeiten der Hauptperson: Misserfolge werden internal stabil attribuiert. Fremdattributionen der Eltern wenig förderlich (8nternal stabil). Die Fremdattribution der Lehrkraft zwar internal variable attribuiert, allerdings diese nicht sonderlich gut formuliert.",1
"Eine neue Idee zu diesem Fall ist ob es Michael möglich ist diese Schwierigkeiten im nächsten Schuljahr zu bewältigen. Aufgrund der anhaltenden Schwierigkeiten, die sich in seinen Noten widerspiegeln und dem Bestärken der Eltern (Fremdattribution) in Bezug auf die Fähigkeiten ihres Sohnes (Fremdattribution), sowie dem Nahelegen zweier Lehrpersonen (Fremdattribution) Michael solle sich mehr anstrengen, erscheint dies fraglich. Weiterhin attribuiert Michael seine Misserfolge internal-stabil.",1
( internal ,1
- IST DIE LOKALITÄT DER ATTRIBUTION INTERNAL ODER EXTERNAL?,0
Eltern üben Fremdattribution:,1
Seine Eltern sind zwar nicht kritisch seine Noten gegenüber was ihn auch nichts zu fürchten gibt aber sie forderen ihn zu wenig.  ,0
Belege und Begründungen:,0
In diesem Text geht es um Fremdatributionen,1
Ist das eure gemeinsame Erklärung?,0
Wie sollen wir das machen mit der abschließenden Fallanalyse. ,0
 sie urteilt aber über den schüler,0
Negative,1
"stabil, das läge in der Familie, da könne man halt nix machen.>>>sehr demotivierend für M.!!",1
weswegen der Junge so schlecht in Mathe ist.,1
Michael Peters ist beeinflusst durch die Fremdattributionen seiner Eltern,1
"Ich denke wir sollten mit Michaels Selbsattribution anfangen und dann zu den Fremdattributionen der Eltern und der Lehrerin übergehen. Ich denke, dass Michael Internal stabil attribuiert, dass er unbegabt in Mathe ist- was denkst du?",1
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",0
"Grundlegende Schwierigkeit des Schülers ist die mangelnde Leistung im Fach Mathematik und der Unwissenheit, wie er damit umzugehen hat. Einfluss auf die Situation nehmen einerseits die Eltern welche das ganze als mehr oder weniger angeborene Eigenschaft abtun und dieses somit auf eine internal/stabile Ebene beziehen. Hiermit vermitteln sie dem Schüler ein Bild der Ausweglosigkeit und der daraus resultierend Unveränderbarkeit in seiner Situation. Andererseits vertritt die Lehrkraft eher die Ansicht, dass diese Schwierigkeit eher internal/variabel ist und eröffnet dem Schüler somit die Ansicht, dass er durchaus etwas an seinem Verhalten ändern kann. Bei letzterem Schritt lässt sich allerdings diskutieren, inwiefern die Vorgehensweise der Lehrkraft optimal gewählt ist.",1
"Also: eine Fremdattribution, ",1
Michael ist demotiviert durch eltern und lehrerin. ,0
Nachricht habe ich schon abgesendet.,0
das macht sehr viel Sinn,0
"FremdAttr.), nicht besonders motiviert etwas zutun, um seine Leistung zu verbessern.",1
das die Attribution von beiden Seiten ausgeht.,1
1.Hypothese zum Fall:,0
Kann man dazu sonst noch was sagen ausser internal-,0
Sollen wir vielleicht die Fälle aufteilen und jeder von uns schreibt eine abschließende Analyse anhand der anderen?  Die Zeit läuft nämlich aus: 15 min. noch...,0
Ich frage mal nach,0
"Mögt ihr ein bisschen überarbeiten,was ich geschrieben habe",0
- WIRD AUF EINE STABILE ODER EINE VARIABLE URSACHE ATTRIBUIERT?,0
und können Peter somit besser motivieren und seine LEistungen steigern.,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Misserfolg im Fach Mathematik auch durch die Eltern internal attribuiert wird, da dies Veranlagung sei, bzw, insofern in der Begabung liegt, dass die Schwierigkeiten im Fach Mathematik ""in der Familie liegen würden"".",1
"Der Vater und die Mutter geben ihm die Möglichkeit internal stabil zu attribuieren, indem sie meinen, die ganze Familie hätte keine Begabung",1
"Du hast wahrscheinlich recht, dass ""Hopfen und Malz"", in Sachen methematischer Einstellung, verloren sind. ",0
"Zusammenfassend haben wir gesagt, dass Michael glaubt er habe keine mathematische Begabung (internal, stabil). Seine Eltern bestärken ihn in dieser Überzeugung. Sie glauben es liege in der Familie schlecht in Mathe zu sein (internal, stabil)....",1
Pinie ist damit einverstanden.,0
"so wie ihr Sohn, erher ungünstig.",1
"wobei Michael, der dabei durch siene Eltern unterstützt wird ( Fremdattributation ) ",1
"Der Fall ist für mich eindeutig Fremdattribution.Die Eltern geben ihm das Gefühl,dass er für Mathe unbegabt ist",1
"Die Fremdattributionsfaktoren spielen da eine große Rolle, ",1
"Total, ich finde dass schränkt die Leistung der Schüler*innen zu sagen dass Begabung nicht veränderbar ist. Intelligenz ist ja einen recht stabilen Faktor aber Begabung kann meiner Meinung nach nicht mit Fähigkeit gleichgesetzt werden. Anhand die von Strategien und Übung kann die Fähigkeiten und Fertigkeiten eines Schüler deutlich verbessern",0
 variable Attribution,0
"Hallo, willkommen in der Chatumgebung. Seid ihr beide da?",0
"Du hast gerade geschrieben, dass die Leistung internal und stabil attribuiert sind, dem stimme ich zu.",1
"Ok, danke. Wie würdest du es bewerten, dass die Lehrerin von einer ""Ausrede"" und von ""Faulheit"" redet?",0
stabil ,0
"Eine neue Idee zu diesem Fall ist, dass der Vater seinen Erfolg in der Abschlussprüfung external attribuiert hat,  nämlich die Spicker und das Abschreiben. Das wiederum sagt aber nichts über den Erfolg des Sohnes aus...",0
"Du hast gerade geschrieben, dass durch die Eltern eine externe Attribution vorliegt. Dies würde ich nach Theorie eine Fremdattribution nennen, welche auf die Begabung der Hauptperson anspielt, also internal, stabil ist. (Zeile 41)",1
der Vater attrribuiert ,1
"Dabei zeigt sich, dass das Verhalten der Eltern auf internal ",1
????,0
demotiviert wurde. ,1
"wenn die Eltern Peters Schwäche nicht so sehr auf die leichte Schulter nehmen würden und somit billigen, wäre Peter eventuell besser",1
"Könnte man dann also sagen, er hat eine internale stabile Attribution (oder er und seine Eltern gehen zumindest davon aus), obwohl es genauso gut einfach eine internale variable Attribution sein könnte, weil er sich vielleicht einfach nur etwas mehr anstrengen muss?",1
Negative,1
"Die Mutter sagt, nicht schlimm, in der Familie kann keiner Mathe, ist halt familiär bedingt, genetisch >>> Internal-",1
" und auf der anderen Seite die Eltern, die sie sozusagen den Fähigkeiten/der Begabung ihres Sohnes zuschreiben.",1
EINE FREMDATTRIBUTION(DIE ELTERN)ALS AUSREDE,1
Ich würde erst einmal die Fremdattribution der Eltern analysieren,1
Mathe -Leistung als ,1
Seine Eltern motivieren ihn nicht und unterstützen die Behauptung der Unbegabtheit,1
Gleichfalls,0
"Genau, also das meinte ich auch, dass die Aussage der Lehrerin ist nur teilweise hilfreich für den Schüler ist und vor allem unsachlich.",0
statt auf stabile (allgemeine Mathematikschwäche in der Familie) zurück.,1
" verschidene Ursachen, die eine Wirkung auf die Ménschliche Grundmotivation haben können und die das Denken, ob man für eine Sache begabt ist oder nicht,  sehr beeinflussen können.",0
Außerdem beeinflussen seine Eltern ihn negativ und verstärken so sein negatives Selbstbild.,1
"Die Erklärung: Michael Peters wird in diesem Szenario sowohl von Fremdattributionen, als auch von seinen internen Attributionen beeinflusst. Er selbst redet sich ein, dass er Mathe nicht kann. Dadurch sucht er natürlich nach Möglichkeiten, seine schlechten Ergebnisse zu erklären. Seine Eltern geben ihm den Asnatz zu glauben, dass ihm die nötige Begabung dazu fehle.",1
"indem sowohl er, als auch seine Eltern ihr Attributionsverhalten ändern.",1
Ja,0
Belege und Begründungen:,0
Fremdattribution durch die Eltern,1
Durch die Fremdattribution wid der Schüler in seinem Lernverhalten stark beeinflusst.,1
"Ich würde sagen eine stabile attribution bezogen auf die Dauer des ganzen. ""es war schon immer so"", dass in dem falle die familie nicht gut in mathe ist",1
"Du hast gerade geschrieben, dass der Ansatzpunkt die Fremdattribuation der Eltern ist. Meinst du damit, dass das Denken der Eltern verändert werden muss, um auch bei Michael eine Attributionsänderung zu erzielen?",0
FOLGENDE PUNKTE SIND UNGENAU DARGESTELLT:,0
Belege und Begründungen:,0
Belege und Begründungen:,0
"Da seine beiden Elternteile ihm immer wieder erzählen, dass sie selbst auch immer schlecht in Mathe waren, übernimmt der Junge sozusagen die Einstellung ",1
 schuld an seinem Mißerfolg in Mathe sind.,1
"Der Schüler wird auf jeden Fall schon mal von den Eltern schlecht fremdattribuiert, das sie ihm gar nicht zutrauen, in Mathe eine grundsätzliche Begabung für gute Noten zu haben.",1
"In der Attributionstheorie ist ""Begabung"" unter internal stabil.",0
und nicht Misserfolge mit mangelnde Begabung zu erklären.,1
die fremdattribution bestärkt ihn also in seiner,1
(--> Fremdattribution),1
2. Eltern:,1
"der Familie Peters ist, sie hätten keine Begabung für Mathe",1
Die schechten Ergbnisse liegen laut dem Vater wohl in der Familie,1
1. die eltern,1
FOLGENDE PUNKTE SIND UNGENAU DARGESTELLT:,0
"Hallo, willkommen in der Chatumgebung.",0
"wirkung:auch sehr ungünstig,",0
sie erzeugt damit eine internal ,0
"In meinen Augen attribuieren sie seine Erfolge eher internal, nämlich eben auf seine Fähigkeiten. Und ich stimme dir zu, eine Attribution auf variable Faktoren wäre hier bei Misserfolgen sinnvoller.",1
Hypothese zum Fall:,0
"das stimmt! die eltern sollten ihn eigentlich motivieren: !du wirst es schon schaffen!"" oder ""streng dich an du kannst das!""damit wäre ihm bestimmt mehr geholfen",1
FÜR DIESEN FALL RELEVANTE BEGRIFFE DER ATTRIBUTIONSTHEORIE:- GEHT DER ATTRIBUTION EIN ERFOLG ODER EIN MISSERFOLG VORAUS?,0
max 2-3 sätze,0
 und zum anderen an der Fremdattributation deiner Eltern.,1
"und die Lehrerin ist zwar nicht einverstanden, versucht aber auch nicht Michael dazu zu bringen eine andere Ursache für seine schlechten Leistungen verantwortlich zu machen.",0
"du siehst ja gar nicht,welche auswirkungen die fremdatt.",1
Zur Leistungsverbesserung müssen auch die internalen Gedankenmuster berücksichtigt werden.,0
Wenn Eltern mit dem Misserfolg ihrer Sprößlinge positiv umgehenstabilisieren sie dadurch deren Selbstatt.,0
- WIRD AUF EINE STABILE ODER EINE VARIABLE URSACHE ATTRIBUIERT?,0
Relativierungen des Arguments:,0
Ich glaub auch i.,0
und daß Negative Fremdattributionen durch Eltern vorliegen ,1
"Im Laufe seines Lebens wird man wohl die Erfahrung machen, das andere Sachen besser können, als man selbst, egal wie sehr man sich bemüht und an sich gláubt. Dafür kann man selber Dinge besser wie andere!Jeder Mensch hat Begabungen, die man erkennen muß, damit man sie fördern kann.",0
stabil,1
 dass er sich    nicht nur ein bisschen mehr anstrengen müsste.),1
Durch die Fremdattribution wid der Schüler in seinem Lernverhalten stark beeinflusst.,1
in diesem fall handelt es sich um eine external,0
"Du hast gerade geschrieben, dass die Lehrerin den Schüler nicht abspeisen sollte, ich finde das eine gute Idee, dass sie ihm Tipps geben sollte :D",0
"Da ich gerade den Text gelesen habe, denke ich, dass es doch eher an der Faulheit und nicht an der Begabung liegt, wenn man in der Schule probleme mit lernen hat.",0
"sorry, hab einen Halbsatz vergessen. Dadurch dass es wahrscheinlicher ist, dass sie die Theorie kennt, würde man erwarten, dass sie mit gutem Bsp. vorangeht.",0
2. Eltern schieben alles auf die gene,1
"Michael könnte ein besserer Schüler sein, wenn er nicht durch die negative Fremdattribution beeinflusst worden wäre",1
"Generell gibt es hier zwei entgegengesetzte Fremdattributionen der Eltern und der Lehrerin, die Michael auf unterschiedliche Weise beeinflussen können/sollen. Eventuell ist es von seinem Erfolg abhängig (bei Erfolg glaub er seiner Lehrerin, dass die Anstrengung dazu führte, bei Misserfolg seinen Eltern, dass eine mangelnde Begabung in diesem Fach in der Familie liegen würde)",1
"Also willst du damit sagen, dass die Eltern ihre fehlende Begabung auf den Sohn projizieren und sich auf die Vererbbarkeit von Matheleistung berufen?",1
2. Fremdattribution,1
 Dabei handelt es sich um eine internal,1
"Wenn die Eltern in diesem Fall das Kind mehr motivieren und seine schlechten Leistungen nur auf Faulheit und nicht auf seine Person bezogenen Faktoren beziehen würden, könnte er auf jeden Fall bessere Leistungen erziehlen. ",0
"Genau, denn wie du quasi gesagt hast sind seine Eltern ebenfalls der festen Überzeugung, dass die gesamte Familie kein Mathe kann. Dass heißt wir haben auch hier eine Fremdattribution, die internal stabil auf die nicht vorhandene Fähigkeit attribuiert.",1
weil sie es auf die mangelnde begabung zurückführen,1
durch Fremdattribution der Mutter und des Vaters.,1
Bei mir funktioniert es nicht,0
indem er einfach seine mangelnde Begabung vorschiebt.,0
"Meiner Meinung nach liegt hier das größte Problem darin, dass er und seine Eltern das Problem nur auf fehlendes Talent beziehen, sprich stabil intrinsisch.",1
Vielleicht können wir uns die zwei Unterpunkte aufteilen?,0
"Auch Fremdattribution spielt eine große Rolle. Die Eltern attribuieren den Misserfolg ihres Sohnes auf internal stabile Eigenschaften, was dazu führt, dass der Sohn dies ebenfalls tut. Die Lehrerin hingegen attribuiert sie auf internal variable Zustände, nämlich fehlende Anstrengung. Die internal stabile Fremdattribution der Eltern führt dazu, dass der Sohn keine wirkliche Motivation zeigt, seine Leistung zu verbessern. Die internal variable Attribution der Lehrerin hingegen könnte dem Schüler als Anreiz dienen.",1
"Nach den Aussagen des Schülers, würde ich schließen, dass er die Fremdattribution der Eltern hinsichtlich seiner Begabung absolut verinnerlicht hat",1
"und ich finde, dass er durch die Fremdattributionen seiner Eltern zu der Einsicht kommt, dass er einfach unbegabt ist, was eine internal stabile Attribution ist, was ja schlecht ist (zeile 56-58)",1
"Du kannst ja dann ergänzen, versuche sie einzeln abzuschicken",0
"Ich würde sagen, es handelt sich also um zwei konkurierende fremdattributionen. es kommt darauf an, welche ihn eher beeinflusst. in dem alter gibt man ja sowieso nicht viel auf das was einem autoritäre personen sagen. aber da die eltern ihm ja quasi zustimmen unter dem motto ""ist schon nicht schlimm, du kannst es halt nicht besser"", sehe ich keine guten chancen für ihn, sich tatsächlich zu verbessern",1
2.Hypothese zum Fall:,0
"Du hast gerade geschrieben, dass ich dir meine Aussage genauer erklären soll. Ich meinte, dass die Eltern aufgrund ihrer eigenen schlechten Leistungen in Mathe annehmen, dass auch ihr Sohn schlecht in Mathe sein muss und einfach keine Begabung dafür hat, weshalb man auch an seiner Leistung nichts ändern muss/kann. Das sehe ich als internal stabile Attribution.",1
"Ich finde schlecht, dass sie durch die Fremdattribution Michael demotivieren könnte. Vielleicht ist er ja gar nicht faul und bräuchte einfach mehr Unterstützung.",0
Zusammenfassung:,0
"Michael hat Schwierigkeiten mit Mathe. Er weiß nicht, ob er diese Schwierigkeit überwinden kann. Die eigentlichen Gründe für seine Schwierigkeiten werden nicht klar durch das Fallbeispiel. Die Eltern schreiben ihm zu, dass er schlecht ist in Mathe, weil sie schlecht waren (stabile externale Attribution). Die Lehrerin schreibt ihm zu, dass er faul ist (variable externale Attribution). Und Michael denkt, dass Mathe nicht sein Fach ist (für uns ist im Fallbeispiel nicht ganz klar ob internale oder externale Attribution, sie ist aber stabil).",1
"In meinen Augen attribuieren sie seine Erfolge eher internal, nämlich eben auf seine Fähigkeiten. Und ich stimme dir zu, eine Attribution auf variable Faktoren wäre hier bei Misserfolgen sinnvoller.",1
seid ihr auch meiner meinung über den fall?,0
"und weil es die mutter sagt, ist es denn Fremdattribution?",1
"Maßnahmen,die zur Verbesserung seiner Leistung führen:a)Eltern darüber aufklären das ihr negatives Verhalten",1
Ich sehe das mit Michael und seinen Eltern genauso. ,0
Belege und Begründungen:,0
"okay, wir nehmen zuerst deine aussage .. warte kurz",0
"Ja , genau.",0
Relativierungen des Arguments:,0
sollen wir das noch anpassen?,0
Belege und Begründungen:,0
Belege und Begründungen:,0
Belege und Begründungen:,0
"Also: eine Fremdattribution, ",1
"Der betreffende Schüler wird hier zum großen Teil negativ durch seine Eltern beeinflusst, es handelt sich um sog. Fremdattribution.",1
"Gerne. Schreibst du sie jetzt sofort und wir wenden uns schon der nächsten Aufgabe zu , oder schreibt sie jeder am Ende ?",0
 internal,1
Die Fremdatributionen steigert seine Motivation nicht.,1
"Eltern mit ihrer Art über Mathe zu reden, Michael nicht gerade helfen über seine mathebezügliche Lernblockade hinwegzukommen.",1
Belege und Begründungen:,0
"die seine Noten auf mangelnde Begabung zurückführen, ",1
Schließe mich dem ganzen an!,0
"In dem eine Anstréngung schon im Vorfeld als nutzlos und unergiebig erscheint, fehlt natürlich der Antrieb Einsatz und Energie zu investieren. ",0
stabile fremdatribution aus.,1
