message,epi
"Auf der Ebene der Attributionstheorie,wird,dass hier als eine internale ",1
wer att. wie?SELBSTATTRIBUTION 1.)michael selbst:zu geringe begabung,1
"Ja, es sind trotzdem die Eltern gemeint. Fremdattribution meint in dem Fall nur, dass nicht die Hauptperson selbst die Situation attribuiert (Selbstattribution, Zeile 59), sondern, dass dies durch andere Personen geschieht (Fremdattribution, ab Zeile 60)",1
"Sie müssen ihn bei Versagen aufbauen und ihm sagen, dass es beim nächsten mal schon besser sein kann (veragen als variabel) und nicht immer gegeen sein muss.",0
elbstattribution entstanden ist?,1
"Michael hat Schwierigkeiten im Fach Mathe und führt dies auf seine fehlende Begabung zurück, indem er sagt, dass Mathe 'einfach nicht sein Fach sei'.",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass Michael glaubt seine mathematischen Misserfolge seien genetisch bedingt",0
" und ihm selbst irgendwie zeigen, dass er vielleicht doch ganz gut in Mathe sein kann, wenn er sich nur anstrengt.",0
"Eine neue Idee zu diesem Fall ist das man schonmal festhalten kann, dass sowohl der Vater als auch Michael den Misserfolg in Mathe internal, stabil (Begabung) begründen",1
" eigene mangelnde Begabung zurückgeführt,",1
Auch sollte er sein Versagen nicht von Vornherein als STABIL betrachten.,1
"Michael hat Schwierigkeiten im Fach Mathe und führt dies auf seine fehlende Begabung zurück, indem er sagt, dass Mathe 'einfach nicht sein Fach sei'.",1
 Sie sagt ja er könnte wenn er sich nur mehr anstrengen würde.,0
"Hallo, willkommen in der Chatumgebung.  Seid ihr beide da?",0
Ja.,0
 stabile,0
Misserfolg führt er auf mangelnde Begabung zurück;,1
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
Relativierungen des Arguments:,0
 Aber das Training würde bestimmt etwas helfen.,0
"Du hast gerade geschrieben, dass die Person ihren Misserfolg auf fehlende Begabung zurückführt. Ich stimme dem zu, und würde dies als problematisch bewerten, da schlechte Leistungen auf internal stabile Faktoren zurückzuführen laut Attributionstheorie (56) problematisch ist.",1
stabile attribution).,1
Michael sagt ja außerdem noch er sei gespannt auf das nächste Schuljahr. Also lässt er es einfach mal auf sich zukommen... nur ohne Anstrengung wird das halt nichts,0
internal ,1
"aufgrund der auf ihn einwirkenden Fremdattribution,",0
-stabile,1
"Es ist zwar nicht direkt gesaht, aber der Vatter von dem Jungen hat angedeutet, dass Abschreiben und Spikzettel bei den Klausuren hilfreich sein könnten und nicht unbedingt lernen und Anstrengung.",0
stabil tippen.,1
also wenn man es auf die Attributionstheorie bezieht würde Micheal selbst seine schlechten Leistungen wohl als internal stabil ansehen oder?,1
"Viele Menschen denken, dass Mathe nicht Ihr Fach ist",0
"Ja genau, das meinte ich auch. Internal stabil",1
"Eine Lösung wäre diese ungünstige Selbstattributionen auf günstige zu lenken. Es könnte die Annahme, dass Jungs in Mint Fächern besser sind helfen. So könnte man external stabile Faktoren wie etwa den Sitznachbarn ändern, sodass er durch Mitschülern motiviert werden könnte.",1
Internal-,1
"Hallo, willkommen in der Chatumgebung.",0
"Die Schwierigkeit der Hauptperson Michael ist, dass er keine guten Noten in Mathematik hat und diese seine Versetzung gefährden/gefährdet haben. Michael attribuiert seinen Misserfolg in Mathe internal stabil.  Stabil, weil das eine Fähigkeit darstellt und internal, weil es von Michael ausgeht. Michaels eigene Herangehensweise an Mathe ist demnach nicht förderlich für seinen Lernerfolg Michaels Eltern bestätigen Michael external in seiner ungünstige Selbstattribution. Unter anderem halten die Eltern sich und die ganze Familie für unbegabt in Mathe. Ein Reattributionstraining wäre interessant für die Lehrerin und die Eltern. Die Eltern sollten lernen Michael dabei zu unterstützen, Misserfolge auf variable Ursachen zurückzuführen",1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
also dass er erst durch das Verhalten seiner Eltern zu dieser Behauptung kommt,0
"Es gibt genug Arbeit,wo man Mathe nicht undbedingt braucht",0
"Es ist kaum anzunehmen das die Person sich in der Lage sieht das Problem selbst ( internal) zu lösen, da sie ihre eigene Begabung als unzureichend sieht.",1
"Ich denke, dass dieser Michael aufgrund der Situation und den Aussagen seiner Familie davon ausgeht er sei für Mathe nicht begabt, ",1
"Der Vater sagt aber nicht, dass er Glück hatte, dass seine Sitznachbarn, von denen er abgeschrieben hat, gut gelernt haben, das setzt er wohl als gege ben voraus. Er legt den Schwerpunkt eher darauf, dass er bestanden hat, weil er die Idee zum Abschreiben hatte, also ist es wahrscheinlich eher letzteres (internal variabel)",0
er hätte keine begabung zu mathe.,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist die Reattribution. Die ist bisher nur leicht angeklungen#",0
Ich glaube schon das es sich um eine internal,1
ich auch,0
"also, er hat schwierigkeiten mit mathe. er ist sich nicht sicher woran es liegt, aber er begründet es gerne mit fehlender begabung",1
nicht ganz sie lässt ihn immer noch im unklaren,0
(irr-?)Glauben auch noch ,1
"Ich springe immer von einem Fall zum anderen,",0
"Bei mir ruckelt das beim hochscrollen, aber es geht.",0
es  ist richtig dass michael in seiner faulheit bestärkt wird.,0
 Selbstattribution.,1
"Und dann noch das mit den Kontingenzverträgen und dass man ihn loben und Erfolgserlebnisse ermöglichen sollte, um sein Selbstkonzept zu stärken",0
(internal ,1
"Du hast gerade geschrieben, dass die Leistung internal und stabil attribuiert sind, dem stimme ich zu.",1
Ja es ist internal,1
2.)selbstatribution von peter,1
"Dies lässst sich aufgrund der Tatsache relativieren, dass auch immer wieder schwierige Mathefälle erfolge verbuchen, wenn sie sich positiv motivieren und ansträngen.",0
 Selbstattribution.,1
Michael Peters beschreibt seine Matheleistungen an Hand der Attrbuntionstheorie als internal ,1
Ich glaub auch i.,1
Eine neue Idee zu diesem Fall ist,0
"Die Schwierigkeit der Hauptperson Michael ist, dass er keine guten Noten in Mathematik hat und diese seine Versetzung gefährden/gefährdet haben. Michael attribuiert seinen Misserfolg in Mathe internal stabil.  Stabil, weil das eine Fähigkeit darstellt und internal, weil es von Michael ausgeht. Michaels eigene Herangehensweise an Mathe ist demnach nicht förderlich für seinen Lernerfolg Michaels Eltern bestätigen Michael external in seiner ungünstige Selbstattribution. Unter anderem halten die Eltern sich und die ganze Familie für unbegabt in Mathe. Ein Reattributionstraining wäre interessant für die Lehrerin und die Eltern. Die Eltern sollten lernen Michael dabei zu unterstützen, Misserfolge auf variable Ursachen zurückzuführen",1
"Die Selbstattribution Michaels und die Fremdattribution der Eltern ist nach der Attributiontheorie ungünstig, da sie den Misserfolg auf internale, stabile Faktoren (Begabung) lenkt",1
stabil (Zweifel an eigener Begabung),1
"Eventuell hat Michael auch noch keine positiven Erfolge mit dem Unterrichtfach Mathe gemacht, was natürlich demotivieren ist, weshalb er die Ursache auf seine Begabung zurückführt",1
"Die Gründe für die Schwierigkeiten der Hauptperson liegen in dem Verhalten/den Aussagen der Eltern und in der eigenen Attribution. Es liegt eine Fremdattribution der Eltern auf der Begabgung der Hauptperson, diese ist internal und stabil und eine Selbstattribution der Hauptperson auf der Begabung dieser, diese ist internal und stabil. Ebenfalls liegt eine Fremdattribution von Frau Weber auf die Faulheit/Anstrengung der Hauptperson vor, diese ist internal und variabel",1
Perfekt!,0
Belege und Begründungen:,0
Relativierungen des Arguments:,0
"Der Vater führt zudem noch die äußeren Umstände (""Schrecken der Mathematiklehrer"") an.",0
Bin da ganz deiner Meinung?,0
daß die ursachen internal ,1
"Aber M. sieht sich selbst doch gar nicht als Versager, er gibt doch nur wieder, was alle anderen von ihm halten! ",1
Ja dem würde ich mich anschließen,0
"aber ist der Misserfolg in mathe dann internal stabil, wenn er es auf seine Begabung zurückführt, oder external stabil, wenn man es auf die Aussagen der Eltern zurückführt? oder geht beides?",1
Michael bedient sich einer internal,1
"ja, gute idee, er sucht vielleicht hilfe, die ihn in die ein oder andere richtung weisen kann",0
Jedurch könnten durch stärkung der Selbsattributation solche ausgegrenzt werden,1
"Michael hat Schwierigkeiten mit Mathe. Er weiß nicht, ob er diese Schwierigkeit überwinden kann. Die eigentlichen Gründe für seine Schwierigkeiten werden nicht klar durch das Fallbeispiel. Die Eltern schreiben ihm zu, dass er schlecht ist in Mathe, weil sie schlecht waren (stabile externale Attribution). Die Lehrerin schreibt ihm zu, dass er faul ist (variable externale Attribution). Und Michael denkt, dass Mathe nicht sein Fach ist (für uns ist im Fallbeispiel nicht ganz klar ob internale oder externale Attribution, sie ist aber stabil).",1
stabil,1
internal-,1
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
stabile ,1
"wenn michael diese sichtweise übernimmt wäre es für ihn wesentlich vorteilhafter,da jeder einen einfluss auf seine eigene anstrengung hat ",0
Nein glaube ich nicht. Ich denke nur das die Lehrerin alleine auch kein Erfolg bei ihm haben wird. Oder denkst du sie hat so viel Einfluss auf ihn?,0
 die sich negativ auf den Jungen auswirkt,0
"Du hast gerade geschrieben, dass Michael das Vertrauen in seine Fähigkeit fehlt, was eine internal stabile Attribution ist. Die Lehrperson sieht die Ursache jedoch in der fehlenden Anstrengung, was eine internal variable Attribution ist. Ich frage mich, ob diese Anstrengung durchaus fehlt, da Michael sowieso davon ausgeht, eine schlechte Note zu bekommen.",1
wie wollen wir es machen?,0
Er ist ja immerhin schon in der 10. und hat mathe bis dahin geschafft.,0
Wir sollten uns jetzt vielleicht auch den anderen Fällen widmen.,0
wie schließt man andrer einflussfaktoren denn bitte aus,0
" Frau Weber versucht ihm klarzumachen, dass seine Misserfolge",0
also ich finde der junge wird durch die attributationsmuster,1
 variable attribution)zurück.,0
Hast du Recht.,0
selbstattribution,1
 schlechten Leistungen,0
stabil.,1
" stabile,",1
Die negative,0
stabil würde ich vorschlagen,1
" indem sie ihm klarmachen, dass Anstrengung unabhängig von Begabung ist und die Lernerfolge günstig beeinflussen kann",0
Diese Lerneinstellung die Michael hat ist auf die Leistungsmotivation eher ungünstig.,1
"Da gebe ich dir Recht, dass die Vorgehensweise der Lehrkraft nicht unbedingt feinfühlig ist. Zwar ist vermutlich die Intension dahinter die Richtige, indem sie ihm vermitteln möchte, dass die Ursache zwar internal ist diese jedoch durchaus veränderbar ist und somit im Gegensatz zu der elterlichen Annahme eher variabel statt stabil ist.",1
 Dies ist eine internal,1
"Du hast gerade geschrieben, dass der Misserfolg des Schülers durch die Eltern internal attributiert wird. dem stimme ich zu. Ich würde noch hinzufügen, dass die Eltern die geringe Begabung in Mathematik als eine internale stabile Attribution in der Familie ansehen und das dann auf ihren Sohn übertragen, sodass dieser seine Leistungen dann auch an der internalen stabilen Attribution fest macht",1
genau,0
Schüler sieht eigene mangelnde Fähigkeiten in Mathe als Ursache für Mißerfolg:,1
mir fällt keine ein,0
Misserfolg führt er auf mangelnde Begabung zurück;,1
Hmm ja auf jeden Fall,0
"Kannst du mir genauer erklären, was du damit meinst, dass",0
Michael beeinflusst sich selber durch die Annahme er wäre unbegabt,1
Wer macht welches Forum?,0
Ok,0
Relativierungen des Arguments:,0
Relativierungen des Arguments:,0
(internal ,1
 der faule Sack ;-),0
"2. durch Fremdattribution überträgt sich diese internal stabile Attribution auf den Sohn, welcher dadurch auch an Motivation verliert, da er aus seiner Sicht keine Chance hat seinen Erfolg zu verbessern, dafür müsste er von einer variablen Attribution ausgehen",1
 den Fremdatributionen anschließt.,1
 entstandene Selbstattribution wieder herzustellen bis er irgendwann selbst über seine Fähigkeiten bewusst wird.,1
"Die Zeilen in der Attributionstheorie sind nummeriert, in dem Fall nicht. Der linke Text ist der gleiche, den ihr schon gelesen habt.",0
"Vorschlag: Die Lehrerin soll versuchen, ihn weiter zum lernen motivieren,",0
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Schüler Michael die Ursache für den mangelnden Erfolg in Mathematik internal stabil attribuiert",1
Zu ihm selbst:Er sieht als ursache seines Misserfolges auch ein internal ,1
"stabile Attribution handelt, weil es ja nicht darum geht ob m. wirklich in Mathe schlecht ist, sonern darum was er denkt. ",1
Es könnte sich aber auch internal,1
Relativierungen des Arguments:,0
"Er macht seine Mathefähigkeit an seiner mangelenden Begabung fest, ist also internal stabil diese Zuschreibung , würde ich sagen",1
passt,0
 Also seine mathematische Unbegabtheit kann nicht ins Gegenteil verändert werden,1
 internal ,1
 an daher ist nich davon auszugehen,1
 Erst dadurch kam es zu dieser Selbstattribution.,1
"Unsere gemeinsame Erklärung: Wir denken, dass es für ihn einen Nachteil darstellt Misserfolge auf eine mangelnde familiäre Begabung zurückzuführen und sich dadurch weniger anzustrengen. Die Hauptproblematik liegt hier also vor allem darin, dass die Einstellung bei ihm über Generationen weitergetragen wird ohne extrinisische Faktoren oder variable intrinsische Faktoren zu berücksichtigen. Die Eltern sollten Misserfolge eigentlich positiv attribuieren um im Motivation zuzusprechen.",1
"wirkung:sehr ungünstig, da michael sich unverstanden und wahrscheinlich auch hilflos fühlt, weil ja garnicht bekannt ist, ob er so faul ist.",0
bist du damit einverstanden?,0
"Wir glauben, dass Michael seine schlechten Leistungen aktuell internal stabil attribuiert und dass er daher nicht motiviert ist, sich anzustrengen, um bessere Leistungen zu erreichen. Wir erachten ein Reattributionstraining sowohl für ihn als auch für seine Eltern als wichtig, um Michael zu einer internal variablen Attribution zu führen, sowohl für Erfolg als auch für Misserfolg.",1
"wenn er sich angestrengt hätte, wäre er in Mathe Erfolge haben",0
"das wäre doch dann eine internale stabile attribution. dann könnte re mit dem thema leichter abschließen, aber sich wohl kaum noch verbessern",1
Relativierungen des Arguments:,0
internal ,1
und auch auf zeitliche Stabilität. ,1
"Wir können auch in meinen Augen die Informationssuche bald abschließen und dann ein vorläufiges finales Statement formulieren. Im Endeffekt fehlt nur noch zu sagen: Eine neue Idee zu diesem Fall ist, dass Michael nicht glaubt, sich aus der Situation retten zu können, da seine Fähigkeit als etwas gegebenes erscheint (seine Eltern haben es ja auch). Er sieht es als etwas ""einfach gegebenes"", mit dem er so leben muss. Er erlebt keine Selbstwirksamkeit in diesem Kontext.",0
Peter und seine Eltern müssen ihr Attributionsverhalten ändern ,1
Relativierungen des Arguments:,0
" die Begabung,",1
Belege und Begründungen:,0
Also internal,1
"Michael attribuiert seinen Misserfolg internal stabil, indem er seine mangelnde Begabung dafür verantwortlich macht. Dementsprechend ist er unmotivierter, da er nichts daran ändern kann. Diese Selbstattribuierung wird von der Fremdattribuierung der Eltern verstärkt oder sogar verursacht und übernommen. Diese erzählen von ihren schlechten Matheleistungen und deuten an, dass in der Familie eine Unfähigkeit in Mathe veranlagt ist. Unterstützender wäre eine variable Attribuierung durch Anstrengung oder Lernzeit gewesen oder das Anbieten von Nachhilfe. Die Mathelehrerin Frau Weber reagiert grundsätzlich gut, indem sie versucht, Michaels Misserfolg (internal) variabel durch Anstrengung zu begründen. Sie sagt, dass seine schlechten Noten mit seiner Faulheit und nicht mit fehlender Begabung zu tun haben. Problematisch könnte allerdings der Begriff „Faulheit“ hier sein und der Vorwurf, er würde nach Ausreden suchen. Das könnte eher als Kritik aufgefasst werden und demotivierend wirken, weil Faulheit nach einer stabileren Persönlichkeitseigenschaft klingt. Das Feedback könnte also durch die Art und Weise der Formulierung nicht richtig beim Schüler ankommen.",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar, dass er eine internal stabile Attribution hat. Seine Mathelehrerin geht davon aus, dass er zu faul ist, das wäre ja dann internal variabel. Ich glaube aber, dass er auf die Meinung der Lehrerin nicht so viel wert legt/ihr nicht zustimmt und deshalb auch keine Möglichkeit sieht, an dem Problem etwas zu ändern.",1
Belege und Begründungen:,0
1.Hypothese zum Fall:,0
 Dies ist eine internal,1
"Die Hauptperson sieht ihre Fähigkeiten und Begabungen im Fach Mathe als unzureichend und bringt diese Erklärung mit dem seiner Eltern in Verbindung, welche ebenfalls das Fach Mathe wenig erfolgreich bestritten. Zusätzlich sieht die Person starke Diskrepanzen im erfolgreichen bestehen der nächsten Klassestufe.",1
"Ich finde ,dass man den Schüler gut verstehen kann ,wenn er von den Eltern keine richtige Motivatio für Mathe bekommt.",0
"Das Hauptproblem ist die internal stabile Attribution seines Misserfolgs. Der Schüler macht diesen Misserfolg im Fach Mathematik an der mangelnden Begabung fest, dies bringt ihn scheinbar in eine aussichtslose Position bezüglich weiteren Anstrengungen und Motivation (Zeile 56f). Außerdem stärken seine Eltern seine Wahrnehmung und sein Selbstbild und sind letztendlich ausschlaggebend für seine schlechte Matheleistung. Somit tragen die Eltern zu einer ungünstigen Fremdattribution bei.",1
 stabile attribution handeln,0
stabile,1
"die lehrerin macht nicht seine begabung dafür verantwortlich, sondern seine faulheit.",0
Die Person führt ihren Misserfolg auf seine mangelnde Begabung zurück (internal stabile Attribution).,1
internal ,1
1.Hypothese zum Fall:,0
"Michael scheint seine Misserfolge in Mathe internal und stabil zu attribuieren. Er sieht seine Fähigkeiten in Mathe als Ursache für seine schlechten Leistungen. Diese Selbstattribution wird gestützt von der Fremdattribution seiner Eltern, die auch seine Fähigkeiten als Ursache sehen. Die Fremdattribution seiner Lehrerin sieht anders aus, sie attribuiert seine schlechten Leistungen internal und variabel, nämlich auf seine (fehlende) Anstrengung. Mit seiner bisherigen Selbstattribution wird Michael sich kaum aus seiner Situation lösen können, da er sie als gegeben und nicht veränderbar ansieht. Eine höhere Anstrengung seinerseits ist somit auch nicht zu erwarten. Das Attributionsmuster seiner Lehrerin würde ihm zugute kommen, da er dann überhaupt erst eine Möglichkeit sieht, etwas zu verändern. Dieses Muster sollte daher Michael selbst und zudem auch seinen Eltern nahegebracht werden, damit der Wandel in der Attribution nicht nur aus Michael selbst kommt, sondern auch von seinen Eltern unterstützt wird.",1
"Nein, ich denke wir haben die wichtigsten Punkte gefunden und wir sind uns einig. Ich danke ihnen für das zusammenfassen und die gute Diskussion!",0
 nicht auf Veranlagung begründen.,1
"Ja ich bin auch deiner Meinung, dass die Selbstattribution durch die Fremdattribution bestärkt vielleicht sogar zustande gekommen ist!",0
 Dies ist eine internal,1
"Michael Peters ist ein Schüler mit Schwierigkeiten im Fach Mathe, die er zunehmend stabil-internal attribuiert (mangelnde Fähigkeit). Beeinflusst wird seine Selbstattribution dabei durch die stabil-internalen Fremdattributionen seiner Eltern (mangelnde Fähigkeit liegt in der Familie) und die variabel-externale Fremdattribution seiner Mathelehrerin (er strenge sich nicht genügend an). Beide Fremdattributionen beeinflussen nach der Attributionstheorie sein Lern- und Leistungsverhalten - schwächen und stärken also Michaels Glauben, mit der Situation umgehen zu können.",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist  die Selbstattribution. Michael geht davon aus, dass Mathe einfach nicht sein Fach ist.",1
(-->Selbstattributin),1
"Sie sagen, dass sie selber ""Mathenieten"" seien und daher die schlechten Noten des Jungen nicht schlimm seien, sie lachen sogar darüber. Diese Fremdattribuierung verstärkt die Selbstattribution des Jungen, seine schlechten Noten auf die mangelnde Begabung zurückzuführen.",1
"Dieser Fall ist typisch, für den Schulalltag.",0
"Ja, sehr schön. Ich würde vllt noch den letzten Satz des Textes so interpretieren, dass sie Hauptperson trotz der Fremdattribution von Frau Weber nicht optimistisch in die Zukunft schaut.",0
ja,0
Selbst-,1
 stabile Att.,1
"Er attestiert sich aber selbst auch eine mangelnde Begabung für Mathematik, wird dann aber in seinem",1
Seine Eltern bestärken ihn mit ihren Geschichten nur in seiner Haltung.,0
2.)selbstatribution von peter,1
stabil (Zweifel an eigener Begabung),1
stabile gründe zurück,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist, dass der Michael seine Mathefähigkeiten als internal stabil zu attribuieren scheint. Das könnte seine Lernmotivation mindern",1
 stabilen Attribution,1
"Glaubt die Person, diese Schwierigkeit bewältigen zu können? Welche Gründe und Faktoren sind für diese Schwierigkeit ausschlaggebend? Unter berücksichtigung der Gedanken und Aussagen des Schülers, gehen wir davon aus, dass er die Schwierigkeiten nicht bewältigen wird. Die ausschlaggebenden Faktoren und Gründe hierfür sind in erster Linie internal. Unabhängig davon, ob der Schüler über eine Begabung oder nicht verfügt, schlägt die Variabel Anstrengung gegen Null. Es scheint, dass er von Grund auf keine Motivation verspürt, sich anzustrengen, was mit einem hohen Arbeitsaufwand verbunden wäre. Die Aussagen seiner Eltern bestärken den Jungen in seinem Glauben und Verhalten, dass es zwecklos sei. Einzig die Lehrerin stellt ihn als faul dar, doch der darauffolgende Text zeugt davon, dass er gespannt ist, wie es laufen wird, was unserer Ansicht nach mehr  nach einem ‘Ich lasse es einfach auf mich zukommen‘ kling und nicht darauf hinweist, dass er aktiv etwas an seinem Zustand verändern wird, sondern wie bisher weiter handeln.",1
Peters Problem: Er schreibt schlechte Noten in Mathe und denkt er könne nichts daran ändern. Peter schreibt seine schlechten Noten hauptsächlich einer nicht vorhandenen Begabung in Mathe zu. Er erwartet das nächste Schuljahr nur knapp oder nicht zu meistern.,1
stabil. ,1
"Es wäre vielleicht sinnvoll zu kontrollieren, ob der Michael wieder seine Mathe-Unterricht vernachlässigt.  ",0
dann können wir da noch ergänzen,0
stabile Attribution )zurückführen .,0
"Du hast gerade geschrieben, dass er internal stabil attributiert, das stimme ich zu! “Irgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist. Letztes Jahr wäre ich fast durchgefallen."" Also, zeitlich stabil",1
Selbst-,1
*machen wir,0
2.)selbstatribution von peter,1
"Du hast gerade geschrieben, dass Michaels Eltern ihn in seiner Selbstattribution bestätigen. Das würde ich auch so sehen.",1
Michael neigt dazu seine Fähigkeiten den Schuld zu geben für sein Mißerfolg in Mathe.  ,1
Es könnte sich aber auch internal,1
2.)selbstatribution von peter,1
und die ungünstige,1
Michaels Attribution ist external und stabil würde ich sagen.,1
durch fremdattribution. ,0
Ja schon aber in erster Linie zweifelt er ja an seiner eigenen Begabung.,1
internaler Attributin von erfolgen im Fach Mathe gleichzeitig auch mehr Spaß an diesem Fach gewinnt ,1
"Für ihn ist das von grossem Nachteil, ",1
Er macht seine angeblich fehlende Begabung,1
Ich stimme dir zu.,0
stabil:,1
Ich wede hier vor allem auf die Aussagen der Eltern eingehen: Fremdattribution!,0
"Die Schwierigkeit der Hauptperson besteht darin, dass sie schlechte Noten in Mathe hat und anfängt zu glauben, sie habe einfach keine Begabung für dieses Fach (Selbstattribution). Das Ganze wird durch die Fremdattribution der Lehrerin (die ihm sagt, er müsse sich ziemlich anstrengen um die 9. zu schaffen) und der eigenen Eltern gefördert, die die mangelnde Leistung in Mathe damit entschuldigen, dass sie ganze Familie schon immer schlecht in Mathe gewesen sei.",1
"Er scheint zu glauben, dass er nicht für Mathe begabt ",1
inernal,1
"und darüber haben wir ja gerade gelesen, das das die negatievste fotm von ",1
"Du hast gerade geschrieben, dass der Junge den Misserfolg wohl eher internal und stabil, statt external und variabel attribuiert. Dem stimme ich auf jeden Fall auch zu.",1
"Eine Lösung wäre diese ungünstige Selbstattributionen auf günstige zu lenken. Es könnte die Annahme, dass Jungs in Mint Fächern besser sind helfen. So könnte man external stabile Faktoren wie etwa den Sitznachbarn ändern, sodass er durch Mitschülern motiviert werden könnte.",1
Michael Peters beschreibt seine Matheleistungen an Hand der Attrbuntionstheorie als internal ,1
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",0
Ja,0
(internal ,0
 (internal,1
"ES IST INTERNAL,",1
elbstattribution entstanden ist?,1
 Dann kann es aber auch internal,1
 stabile,1
"Ob der Vater sich engestrengt hat, die Mathe besser zu beherrschen .",0
 stabil,1
Michaels Selbstattribution ist ,1
"""Irgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist.""",0
Nach der Attributionstheorie von Bernhard Weiner wirkt sich -wie im vorliegendem Beispiel- die Erklärung von Misserfolgen mittels mangelnder eigener Begabung nachteilig auf das weitere Leistungsvermögen aus. ,1
Diese Lerneinstellung die Michael hat ist auf die Leistungsmotivation eher ungünstig.,1
WEIL FOLGENDE FALLINFORMATION DAFÜR SPRICHT:,0
"Die Hauptperson sieht ihre Fähigkeiten und Begabungen im Fach Mathe als unzureichend und bringt diese Erklärung mit dem seiner Eltern in Verbindung, welche ebenfalls das Fach Mathe wenig erfolgreich bestritten. Zusätzlich sieht die Person starke Diskrepanzen im erfolgreichen bestehen der nächsten Klassestufe.",1
"DA DER BETROFFENE VON SEINE ELTERN ""UNTERSCHTUTZT""IST BZW ES WERDEN KEINE GESPRÄCHE ENTWICKEL WO DIE ELTERN DEM KIND EKLÄREN SOLLEN WENN DIE NICHT SO GUT GEWESEN SIND SOLL SICH DAS KIND ETWAS ANSTRENGEN UM DENEN AUCH SPÄTER VIELLEICHT HELFEN ZU KÖNEN UND SO DAS KIND MOTIVIREN ",0
"Es ist ein großer Nachteil für ihn, seinenMisserfolg an der eigenen Begabung festzumachen.",0
es gibt sowohl schlechte bzw gute mmathematiker unter den mädchen wie auch unter den jungen,0
Mangelnde Begabung schiebt.,1
"Also für mich besteht das Problem darin, dass Michael seine Misserfolge in Mathe internal und stabil attribuiert.",1
 was die lehrerin durch eben dieses reattributionstraining ändern könnte,0
2. Eltern schieben alles auf die gene,0
 der faule Sack ;-),0
"Er scheint zu glauben, dass er nicht für Mathe begabt ",1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Im Chat scrollen könnt ihr, indem ihr das Scroll-Rad der Maus oder die linke Maustaste gedrückt haltet und die Maus dann in dem Chatfenster nach oben oder unten bewegt. Eine weitere Möglichkeit zum Scrollen ist, das Touchpad am Laptop mit zwei Fingern zu bedienen, wenn diese Funktion aktiviert ist. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
 Aber er hat noch nicht aufgegeben. Er ist gespannt auch das nächste SChuljahr.,0
"Die Eltern helfen nicht, Misserfolg zu bekämpfen. Das stimmt schon. Ich glaube, es wäre besser, eine Nachhilfe zu organisieren. Und was denkst du? Frau Weber, seine Mathe-Lehrerin, meinte, dass er nur seine Faulheit begründet. Dem stimme ich nicht zu, und du?",0
" Michaels Lehrerin, die auch eine Schlüsselposition einnimmt, versucht Michael zu überzeugen, dass er mit größerer Anstrengung auch besser wäre.",0
"Du hast gerade geschrieben, dass sie denken sie seinen nicht begabt. Denkst du es gibt noch Gründe?",1
"wenig Motivation,Interesse und Leistung.",0
"stabile Ursache gesehen diese Lokalisiert ist da Michael Peters von sich selbst weiß,dass er nicht gut in Mathe ist,",1
"Schwierigkeiten: externale Einflüsse von Lehrperson und Eltern, die ihn nicht motivieren und keine Hilfestellungen geben // eigene Attribution, dass er seine schwachen Leistungen durch fehlende Begabung begründet, also internal stabil // hinzu kommt die external variable Problematik der Pubertät",1
Der Schüler schiebt seine Eltern als Begründung für seine Faulheit vor.,0
Auch ohne Begabung ist es möglich in Mathe durch die schule zu kommen wenn man sich nur genügend bemüht! ,0
"aber es geht ja eigentlich darum, wie Michael selbst seine Situation empfindet von daher würde ich sagen, dass wir uns auf internal stabil einigen können",1
"Ok. Ich hab es jetzt verstanden, was du damit sagen wolltest.",0
das kommt dann wohl auf das menschenbild an,0
eigenattribution. ,1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass der Schüler seine Fähigkeiten internal/stabail attribuiert. Dazu kommt die Attribuierung durch die Eltern. Diese hilft dem Kind auch nicht, seine Selbstattribuierung zu verändern, da es in seinem Glauben bestärkt wird",1
 Er glaubt eben einfach nicht für Mathe begabt zu sein.,1
"Ich würde sagen, dann fangen wir schonmal mit dem Zusammenfassen der Punkte an, oder?",0
 seine,1
ist negativ beeinflussend.,1
