message,epi
Er muss sich für die Prüfung sich anstrengen,0
"Wenn alles klar ist, dann könnt ihr jetzt mit dem Lesen des Falls und danach mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit für die Diskussion.",0
"Wenn michael es schafft, seine schlechten Leistungen als internal variabel auf seine Anstregnung zu attribuieren, dann kann ihn das für die zukunft motivieren, besser in mathe zu werden",1
die,0
"Es könnte ihn motivieren, wenn er merkt, dass er durch mehr Lehrnaufwand bessere Noten schreibt.",0
"(""keine Leuchten"")",0
Genau,0
"Er sollte seine Leistung also eher internal variable attribuieren, damit er sich verbessern kann.",1
hab ich verpeilt,0
Misserfolg,1
"Aha, das finde ich einen super Vorschlag, den würde ich ergänzen, und zwar dass man ihm auch die Gründe gibt, warm er sich nicht beeinflussen lassen soll. Man könnte ihn ganz konkret darüber aufklären, wie sich Fremdattribution die internal und stabil ist auf jemanden auswirken und welche Vorteile es hat, eine internal variable Attribution zu haben.",1
Michaels Misserfolge ,1
"  aufgrund seiner Matheschwäche,",1
"Ja, da gebe ich dir Recht,  erfolgreicher wäre es, wenn er seine Misserfolge external variabel attribuieren würde",1
"Ja, da gebe ich dir Recht,  erfolgreicher wäre es, wenn er seine Misserfolge external variabel attribuieren würde",1
"Eine neue Idee zu diesem Fall ist, dass er den Anschein erweckt, als würde er seine Zuversicht dem nächsten Schuljahr gegenüber allerdings mehr dem Zufall zuzuschreiben als seiner eigenen Fähigkeit und Arbeitsbereitschaft. Somit bezieht er seinen Erfolg auf eine externale und variable Attribution statt auf eine internale variable, was im Sinne der Leistungsfähigkeit kontraproduktiv ist.",1
(--> Misserfolge werden auf,1
"michael übernimmt diesen gedanken und istnicht mehr motiviert,für ihn scheint es aussichtslos sich anzustrengen, weil er eh nichts dran ändern kann.",0
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",0
Michael erklärt seine Misserfolge,1
für die eltern empfiehlt sich ein reattributionstraining.,0
da sie den Mißerfolg ,1
da er bisher nur mathemathische misserfolge verzeichen konnte ,1
Der Grund für seine schlechten Noten würde dann in der mangelnden Anstrengung liegen,1
"Dadurch, das Michael sagt, ""das Mathe einfach nicht sein Fach ist"", führt er seinen Mißerfolg ",1
"dann hat er sich von seinen mißerfolgen nicht abbringen lassen,",1
"Ich bin jetzt davon ausgegangen, da er selbst sagt das Mathe nicht sein Fach sei,",0
 external,1
da er seine Miss erfolge auf seine mangelnde Begabung zurückführt.,1
sein Vater ermutigt ihn zum spicken um so seine prüfungen zu schaffen,0
"  aufgrund seiner Matheschwäche,",1
"Eine neue Idee zu diesem Fall ist aber auch, dass der Junge am Ende doch eher davon ausgeht, dass er es nicht schaffen wird. Zumindest lässt der Wortlaut vom letzten Satz darauf schließen. Meiner Meinung nach ist er nämlich doch davon überzeugt, dass seine Fähigkeit zu lernen rein von seiner angeborenen Begabung abhängt und, dass Anstrengung nur eine sekundäre Rolle für ihn spielt. Hieran sieht man finde ich sehr schön, dass der Schüler und seine Familie im Gegensatz zur Lehrerin den Erfolg in dem Fach anders begründen.",1
"Eine neue Idee zu diesem Fall ist, dass er den Anschein erweckt, als würde er seine Zuversicht dem nächsten Schuljahr gegenüber allerdings mehr dem Zufall zuzuschreiben als seiner eigenen Fähigkeit und Arbeitsbereitschaft. Somit bezieht er seinen Erfolg auf eine externale und variable Attribution statt auf eine internale variable, was im Sinne der Leistungsfähigkeit kontraproduktiv ist.",1
"Der Vater macht Glück für seinen Abschluss verantwortlich (Selbstattribution, extern",1
Er hofft auf den glücklichen Zufall,1
den misserfolg ,1
 Matheschwäche auf ,1
 und den jungen auch nicht wirklich anspornt dagegen etwas zu machen.,0
Hallo! :-),0
"Natürlich ist es gut, wenn er sich freut. Ich lese den Satz aber eher so, als hätte er ein bisschen Angst vor dem, was kommt",0
Mathe ist nicht so einfach,0
Die Ursache aus Sicht der Lehrerin ist hingegen External bzw auch ein bisschen internal stabil,0
o.k.: hack ma des ab!!!,0
" Er hofft auf sein Glück und läßt das neue Schuljahr auf sich zukommen, ohne irgendwelche Maßnahmen zu ergreifen.",1
"Ja, wir können anfangen.",0
 haben:,0
 wirken sich auf die Motivation des Schülers schlecht aus.,0
 Des kannst Du ja einfach übernehmen.,0
Dann müssen wir nurnoch die Lösungen zusammenfassen,0
- Misserfolge,1
Dem stimme ich zu.,0
"Wenn michael es schafft, seine schlechten Leistungen als internal variabel auf seine Anstregnung zu attribuieren, dann kann ihn das für die zukunft motivieren, besser in mathe zu werden",1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die Eltern Michael dahingehend unterstützen sollten, Misserfolge auf variable Ursachen zurückzuführen und von der Stabilität wegzukommen.",1
Michael erklärt seine Misserfolge,1
"Kannst du mir genauer erklären, was du damit meinst, dass es external ist wegen seiner Begabung? External bezogen auf die SChwierigkeit der Aufgabe gebe ich dir Recht.",0
"Ich glaube, deine Definitionen treffen zu. Nur die mit dem Vater hab ich noch net richtig verstanden, da er ja aus reiner Faulheit die Spicker hätte benutzen können! ",0
internal-,0
Cie Fremdattribution wird von dem Schüler übernommen und wirkt sich negativ auf sein Lernverhalten aus.,0
"Dein Einwand ist vollkommen richtig , ",0
 Zufall half beim bestehen:,1
"    Damit sagt sie ihm aber auch, dass er eine mangelnde begabung    hat(internal stabile ursache),die unabänderlich ist.d.h.    ihm wird jegliche motivation genommen, weil er gegen seine    gene ja doch nichts tun kann.",0
"dann hat er sich von seinen mißerfolgen nicht abbringen lassen,",1
" Fremdattributionen"".",0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass er auch versuchen könnte, den Zufall als Ursache für den Misserfolg zu betrachten und dem Zufall könnte er nicht beeinflussen,da die Klassenarbeit zB bei dem nächsten Mal schon wieder vollkommen anders sein könnte. Im Prinzip könnte man allgemein davon ausgehen, dass es sich dabei um eine external variable Attribution handelt, oder was meinst du? Weil die Lehrerin spricht seine Anstrengung an (variabel) und geht also davon aus, dass diese sich verändern kann. Er selbst ist am Ende bisschen offen dafür und lässt es quasi auf sich zukommen, was im neuen Schuljahr kommen wird. Er ist in dieser hinsicht deswegen variabel und nicht stabil, weil er die Veränderung, die stattfinden könnte nicht von vorn herein ausschließt oder dementiert. Er sagt ja selbst ""Das letzte Schuljahr habe ich noch geschafft, aber ich bin wirklich gespannt auf das neue Schuljahr!"" und sagt nicht zB. ""Das nächste Schuljahr werde ich durch Glück schaffen oder allgemein nicht schaffen, weil der Vater gesagt hat, dass die ganze Familie nicht gut in Mathe ist.",1
(external)dass er es schon irgendwie schafft.,1
es gehen mißerfolge voraus,1
Gut. Somit haben wir das Reattributionstraining auch erwähnt!,0
"c)Michael muss wissen,dass seine negative Einstellung",0
"evtl. haben die Eltern den Sohn schon immer irgendwie indirekt wissen lassen, dass in der Familie keine Begabung für Mathe vorhanden ist ",0
Aber ich stimme dem 2. Teil deiner Aussage völlig zu.,0
"xEs handelt sich hierbei um einen Schüler, der In Mathe Misserfolge zeigt.",1
"Die Hauptperson hat Probleme mit dem Fach Mathe und wird durch seine Mathelehrerin sowie den Eltern negativ attributiert. Er selbst sagt aus das ihm Mathe nicht liegt und daraus ist eine Lernbereitschaft nicht zu erkennen. Das neue Schuljahr wird für Ihn eine Herausforderung, da er das Alte grade so geschafft hat und Mathe immer noch eine Schwierigkeit für Ihn bereitet.",1
"variabler Faktor), ",1
und in der Tabelle ist Anstrengung internal variabel,0
"allerdings hilft ihm das allein auch nicht weiter, es wäre nur der anfang anderer Maßnahmen gegen die Schwäche",0
Was haltet Ihr von internal stabil?,0
 variable. Attrib?,0
" zurück, die er als stabil und unveränderlich ansieht.",0
"Die Hauptperson hat Probleme mit dem Fach Mathe und wird durch seine Mathelehrerin sowie den Eltern negativ attributiert. Er selbst sagt aus das ihm Mathe nicht liegt und daraus ist eine Lernbereitschaft nicht zu erkennen. Das neue Schuljahr wird für Ihn eine Herausforderung, da er das Alte grade so geschafft hat und Mathe immer noch eine Schwierigkeit für Ihn bereitet.",1
 (welche er nätürlich nicht dem ZUfall zuschieben darf) hat er dann auch mehr Motivation für weitere Gute NOten zu lernen,1
- Misserfolge,1
"Seine Eltern sind nicht glücklich über die mangelhaften Leistungen ihres Sohnes, führen es aber auf Veranlagung zurück (""Wir waren alle schlecht"" intern stabiler Faktor) und meinen deshalb, man könne an der Situation des Sohnes nichts ändern ",1
 Außerdem führt er seine misserfolge auf ,1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass er seine Misserfolge ebenfalls variabel und internal attribuieren sollte. Er muss selbst reflektieren und erkennen, dass nur er selbst etwas an der Situation ändern kann. Wie wir schon gesagt haben, spielt sein Umfeld dabei auch eine große Rolle.",1
 Matheschwäche auf ,1
"Die Hauptperson hat Probleme mit dem Fach Mathe und wird durch seine Mathelehrerin sowie den Eltern negativ attributiert. Er selbst sagt aus das ihm Mathe nicht liegt und daraus ist eine Lernbereitschaft nicht zu erkennen. Das neue Schuljahr wird für Ihn eine Herausforderung, da er das Alte grade so geschafft hat und Mathe immer noch eine Schwierigkeit für Ihn bereitet.",1
das heißt allein durch Motivation der Eltern ist der Erfolg natürlich auch nicht garantiert. ,0
Belege und Begründungen:,0
"Denn der Schüler bezieht seine Unfähigkeit doch auf sich, also er setzt seine Begabung in Frage und das ist nach der Theorie aber nicht gut",0
"Du hast gerade etwas gesagt, dem ich zustimme.",0
Er attribuiert seinen Erfolg external,1
"Michael hat Schwierigkeiten in dem Fach Mathematik. Letztes Jahr hat er gerade so bestanden. Michael begründet seinen Misserfolg in Mathematik internal stabil, nämlich mit mangelnder Begabung. Dies führt dazu, dass er es aussichtslos sieht sich weiter anzustrengen. Unter genauerer Beobachtung sieht man, dass einerseits die Eltern, andererseits die Lehrkraft ihm seinen Misserfolg zuschreiben. Seine Eltern schreiben seinem Misserfolg in Mathematik external stabile Ursachen zu, nämlich, dass die ganze Familie schon immer unbegabt war. Michael übernimmt diese Ansicht, ist unmotiviert und nutzt das Verhalten seiner Eltern als Ausrede. Durch die Fremdattributionen seiner Eltern geht Michael nicht davon aus, die Schwierigkeit (Mathematik im neuen Schuljahr) bewältigen zu können. Die Lehrkraft hingegen interpretiert seinen Misserfolg internal variabel, als Faulheit",1
"Die steht ja eh schon drin. Dann nehmen wir halt immer eine von den dreien, oder?",0
 (Begabung),0
wieder da,0
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
"Vielleicht könnte man es so formulieren: Michael führt seine Probleme in Mathematik auf seine mangelnde Begabung, also eine internal stabile Ursache, zurück. Seine Eltern bestärken ihn durch eine ebensolche Fremdattribution in seiner Ansicht. Michael Mathematiklehrerin versucht ihn durch Reattribution davon zu überzeugen, die Probleme auf mangelnde Anstrengung, also eine internal variable Ursache, zurückzuführen. Michael blickt mit einer großen Unsicherheit in die schulische Zukunft und ist sich nicht sicher, ob er die Schwierigkeiten bewältigen kann.",1
Belege und Begründungen:,0
Belege und Begründungen:,0
"Eine einfache Fremdmotivation seiner Lehrerin, hat ihm gezeigt, dass es nicht nur auf die Begabung, ",0
"Eine neue Idee zu diesem Fall ist aber auch, dass der Junge am Ende doch eher davon ausgeht, dass er es nicht schaffen wird. Zumindest lässt der Wortlaut vom letzten Satz darauf schließen. Meiner Meinung nach ist er nämlich doch davon überzeugt, dass seine Fähigkeit zu lernen rein von seiner angeborenen Begabung abhängt und, dass Anstrengung nur eine sekundäre Rolle für ihn spielt. Hieran sieht man finde ich sehr schön, dass der Schüler und seine Familie im Gegensatz zur Lehrerin den Erfolg in dem Fach anders begründen.",1
Belege und Begründungen:,0
"Der Junge überlässt es letztendlich dem Zufall, wie er in Mathe ist, oder?",0
Belege und Begründungen:,0
Der Schüler sollte jedoch auch einen möglichen Grund seiner Probleme in seiner Anstrengung ( internal/ variable) sehen. Zudem sollte er durch seine Eltern und Lehrer besser motiviert werden um eine bessere Leistung zu erreichen.,1
"ich glaube das der zufall der seinem vater schon geholfen hat,auch beim jungen wichtig ist",1
den misserfolg ,1
"Ich denke, Michael glaubt nicht, diese Schwierigkeit bewältigen zu können, da er am Ende ja selbst sagt, er habe das letzte Jahr noch gepackt, aber das nächste könnte wohl schwieriger werden.",1
"xEs handelt sich hierbei um einen Schüler, der In Mathe Misserfolge zeigt.",1
 indem sie seine Schwäche ,1
Michael führt seine schlechten Mathenoten ,1
"also ohne Veränderungen wird der Typ die Schwierigkeiten nicht überwinden, weil der ganze Misserfolg als stabil angesehen wird",1
 Außerdem führt er seine misserfolge auf ,1
"Interessant is auch, wie du schon gesagt hast, wie Fremdattribution in diesem Fall von statten geht. Die Eltern attribuieren seine Probleme durch internal-stabile Faktoren, wie der Begabung. Ich würde eventuell sogar soweit gehen zu sagen, seine Eltern sehen dies als genetische Veranlagung. Die Lehrerin allerdings versucht, Michael dahin zu bewegen, dass er seine schlechte Leistung in Mathematik internal-variabel seiner Anstrengung zuschreibt. Laut 52 ist es ja günstig, Misserfolge auf variable Ursachen wie Anstrengung zurückzuführen.",1
"Michael attribuiert seinen Misserfolg internal stabil, indem er seine mangelnde Begabung dafür verantwortlich macht. Dementsprechend ist er unmotivierter, da er nichts daran ändern kann. Diese Selbstattribuierung wird von der Fremdattribuierung der Eltern verstärkt oder sogar verursacht und übernommen. Diese erzählen von ihren schlechten Matheleistungen und deuten an, dass in der Familie eine Unfähigkeit in Mathe veranlagt ist. Unterstützender wäre eine variable Attribuierung durch Anstrengung oder Lernzeit gewesen oder das Anbieten von Nachhilfe. Die Mathelehrerin Frau Weber reagiert grundsätzlich gut, indem sie versucht, Michaels Misserfolg (internal) variabel durch Anstrengung zu begründen. Sie sagt, dass seine schlechten Noten mit seiner Faulheit und nicht mit fehlender Begabung zu tun haben. Problematisch könnte allerdings der Begriff „Faulheit“ hier sein und der Vorwurf, er würde nach Ausreden suchen. Das könnte eher als Kritik aufgefasst werden und demotivierend wirken, weil Faulheit nach einer stabileren Persönlichkeitseigenschaft klingt. Das Feedback könnte also durch die Art und Weise der Formulierung nicht richtig beim Schüler ankommen.",1
müssen wir aufgrund von zeitmangel wohl irgendwie aufteilen,0
"Aber wenn er vorher schon schlechte Noten hatte bevor seine Eltern ihm sowas erzählt haben, hat er ja evtl wirklich einfach nur kein Talent dafür",0
"Seine Eltern sind nicht glücklich über die mangelhaften Leistungen ihres Sohnes, führen es aber auf Veranlagung zurück (""Wir waren alle schlecht"" intern stabiler Faktor) und meinen deshalb, man könne an der Situation des Sohnes nichts ändern ",1
2.die Lehrerin die seine schlechte Leistung verabsolutiert,0
"EIN MIßERFOLG, DA DAS KIND DENK SEINE ELTERN ""WAREN NICHT GUT""IM MATHE  UND LEBEN TROZDEM WARUM SOLL ICH MIR DANN SO VIELE GEDANKEN MACHEN WIE ICH ES WEITER MACHEN SOLL",1
"ja naja man müsste den Eltern halt klar machen, dass es  nicht an der Begabung liegt.",0
Relativierungen des Arguments:,0
"Seine mangelnde ""Begabung"" nicht als Ausrede gelten lässt",0
 variable Attribution,1
Belege und Begründungen:,0
Er zweifelt jedoch im nächsten Jahr wieder an seinen Mathekenntnissen,0
Perfekt!,0
- Die Lehrerin hält seine mangelnde Anstrengung,0
da er seine Miss erfolge auf seine mangelnde Begabung zurückführt.,1
Die Eltern machen eine Fremdattribution die stabil ist und die Lehrerin eine die variabel ist?,0
"Eine neue Idee zu diesem Fall ist aber auch, dass der Junge am Ende doch eher davon ausgeht, dass er es nicht schaffen wird. Zumindest lässt der Wortlaut vom letzten Satz darauf schließen. Meiner Meinung nach ist er nämlich doch davon überzeugt, dass seine Fähigkeit zu lernen rein von seiner angeborenen Begabung abhängt und, dass Anstrengung nur eine sekundäre Rolle für ihn spielt. Hieran sieht man finde ich sehr schön, dass der Schüler und seine Familie im Gegensatz zur Lehrerin den Erfolg in dem Fach anders begründen.",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass das Denken seiner Familie nicht förderlich ist. Diese genannten Aspekte sind ausschlaggebend für die Situation. Hinzu kommt, dass der Schüler an Ende sagt, dass er hofft, dass er das nächste Schuljahr schafft. hier sind schon einige Zweifel herauszulesen, die auf diese Elemente zurückzuführen sind.",1
"Da gebe ich dir Recht, dass die Vorgehensweise der Lehrkraft nicht unbedingt feinfühlig ist. Zwar ist vermutlich die Intension dahinter die Richtige, indem sie ihm vermitteln möchte, dass die Ursache zwar internal ist diese jedoch durchaus veränderbar ist und somit im Gegensatz zu der elterlichen Annahme eher variabel statt stabil ist.",0
"Was wir noch nicht betrachtet haben ist, was die Lehrerin oder die Eltern hätten besser machen können",0
"Also: eine Fremdattribution, ",0
"Eine neue Idee zu diesem Fall ist zudem, auch eine internale variable Attribution zu fördern, also den Fokus auf den eigenen Fleiß und Einsatz. Dieser Fokus kommt weder in der Selbstattribution des Jungen, noch in der Selbst- und Fremdattribution der Eltern.",1
Bereit :),0
es gehen mißerfolge voraus,1
" und macht seine Leistung auch ein wenig Zufallsabhängig(""aber ich bin wirklich gespannt auf das neue Schuljahr)-",1
Michael erklärt seine Misserfolge,1
 Außerdem führt er seine misserfolge auf ,1
 schlechten Leistungen,1
1.Hypothese zum Fall:,0
"internal, die ganze familie ist in mathe nie gut gewesen",0
 seinen Misserfolg in Mathe,1
"Der Vater macht Glück für seinen Abschluss verantwortlich (Selbstattribution, extern",1
"Durch seine Eltern, lässt ersich nur noch bestätigen.",0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, abgesehen von deiner treffenden Zusammenfassung seines Problems, dass er gewillt ist die Erklärung der Eltern zu übernehmen. Das würde sich aber negativ auf seine Motivation und zukünftige Leistungen auswirken.",0
" Würden die Eltern mit der Lehrerin gleichziehen, dann würde die Selbstattribution des Jungen vielleicht ganz anders aussehen.",0
Eine neue Idee zu diesem Fall ist,0
anscheinend hatte herr peters selbst schon diese frau weber in mathematik.,0
Ich checks gard nicht...,0
Michael erklärt seine Misserfolge,1
"Am motivationsförderlichsten wäre es, ihm internal variable Attributionsmuster beizubringen",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist dass die Lehrerin einen neuen Gedanken ins Spiel bringt: Sie weist ihren Schüler darauf hin, dass seine Leistung auch von seiner Anstrengungsbereitschaft abhängig sei ( es also internal variable Einflussfaktoren gibt)",0
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass das Denken seiner Familie nicht förderlich ist. Diese genannten Aspekte sind ausschlaggebend für die Situation. Hinzu kommt, dass der Schüler an Ende sagt, dass er hofft, dass er das nächste Schuljahr schafft. hier sind schon einige Zweifel herauszulesen, die auf diese Elemente zurückzuführen sind.",1
Diese ungünstigen Voraussetzungen,1
"Bevor wir anfangen, könnt ihr mir bestätigen, dass das Halbsätze-Tool bei euch richtig funktioniert? Bitte wählt dazu einen Halbsatz aus und postet ihn in den Chat.",0
Misserfolg,1
"Eine neue Idee zu diesem Fall ist zu schauen, wie der Junge in den nächsten Jahren damit umgehen wird. Sein bisheriges Attributionsmuster wird ihn wohl kaum dazu bewegen, viel für Mathe zu arbeiten und sich somit immer wieder selbst bestätigen.",1
 variable Attribution.,1
Der Grund für seine schlechten Noten würde dann in der mangelnden Anstrengung liegen,1
FÜR DIESEN FALL RELEVANTE BEGRIFFE DER ATTRIBUTIONSTHEORIE:- GEHT DER ATTRIBUTION EIN ERFOLG ODER EIN MISSERFOLG VORAUS?,0
" Er hofft auf sein Glück und läßt das neue Schuljahr auf sich zukommen, ohne irgendwelche Maßnahmen zu ergreifen.",1
"Ergänzend kann man noch sagen, dass es günstig gewesen wäre den Schüler zu motivieren, dass er es durch Anstrengung schaffen kann",1
"Ich denke, dass die Eltern etwas vorleben und so der Sohn, Michael durch Lernen-am-Modell. Das nachahmt.",0
Perfekt!,0
Ja,0
"Also ich bin zufrieden, ich denke wir haben noch gesagt, dass wir das mit der Motivation, was ich am Anfang gesagt habe, noch dazumachen könnten, aber muss nicht ;)",0
"Fleiß, Bemühen etc. können natürlich einiges wettmachen.",0
Belege und Begründungen:,0
"Gut. Können wir uns darauf einigen, dass die Eltern wie in 41 beschriebene das Problem internal stabil attribuieren (keine Mathebegabung) und die Lehrkraft internal variabel (Faulheit)?",0
"Vielleicht könnte man es so formulieren: Michael führt seine Probleme in Mathematik auf seine mangelnde Begabung, also eine internal stabile Ursache, zurück. Seine Eltern bestärken ihn durch eine ebensolche Fremdattribution in seiner Ansicht. Michael Mathematiklehrerin versucht ihn durch Reattribution davon zu überzeugen, die Probleme auf mangelnde Anstrengung, also eine internal variable Ursache, zurückzuführen. Michael blickt mit einer großen Unsicherheit in die schulische Zukunft und ist sich nicht sicher, ob er die Schwierigkeiten bewältigen kann.",1
"Seine Eltern müßten ihn motivieren und nicht immer bekräftigen, das die schlechten Matheleistungen in der Familie liegen.",0
 (welche er nätürlich nicht dem ZUfall zuschieben darf) hat er dann auch mehr Motivation für weitere Gute NOten zu lernen,1
 auch von den Einteilungen der Attributionsstufen,0
beeinflusst michael peters motivation negativ,0
Sind wir dann nicht genau in einem Zwiespalt ?,0
Belege und Begründungen:,0
Sollen wir mit den Eltern weitermachen? oder willst du noch etwas zur LP sagen,0
1.Hypothese zum Fall:,0
" Er hofft auf sein Glück und läßt das neue Schuljahr auf sich zukommen, ohne irgendwelche Maßnahmen zu ergreifen.",1
Belege und Begründungen:,0
"misserfolge in diversen schulaufgaben, nehme ich an",1
Michaels Misserfolge ,1
"Aber er meint, dass er dennoch gespannt auf das nächste Schuljahr sei, was eine unterschwellige Mitivation darstellen kann. Das kann man aber so und so interpretieren glaube ich. Was meinst du?",0
Begabung ist demnach genetisch bedingt.,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass man dem Jungen und den Eltern beibringt, den mangelnden Erfolg in Mathe auf mangelnde Anstrengung (internal, variabel) zurückzuführen und wenn man trotzdem mal schlecht ist auf externale, variable Faktoren, wie dass man mal Pech gehabt hat",1
"Eine neue Idee zu diesem Fall ist, dass er den Anschein erweckt, als würde er seine Zuversicht dem nächsten Schuljahr gegenüber allerdings mehr dem Zufall zuzuschreiben als seiner eigenen Fähigkeit und Arbeitsbereitschaft. Somit bezieht er seinen Erfolg auf eine externale und variable Attribution statt auf eine internale variable, was im Sinne der Leistungsfähigkeit kontraproduktiv ist.",1
"Dass seine Eltern sagten, sie seien nicht gut in der Mathe, bedeutet das noch lange nicht, dass es auch bei Ihm um die Begabung geht. Eure Pinie",0
"Der Schüler glaubt auch nicht daran dieses Problem zu bewältigen, da er wie du schon gesagt hast den Misserfolg internal und stabil bewertet",0
"Der persönliche Einsatz kann leicht vin ihm ausgehend, oder mit leichter Hilfe von außen verändert werden.",0
"ich glaube das der zufall der seinem vater schon geholfen hat,auch beim jungen wichtig ist",1
Ja,0
- ATTRIBUIERT DER BETROFFENE SELBST ODER WIRD VON AUßEN FREMD ATTRIBUIERT?,0
(bzw. variabel),0
ICH VERMUTE FOLGENDE ATTRIBUTION IN DIESEM FALL:,0
"Michael scheint seine Misserfolge in Mathe internal und stabil zu attribuieren. Er sieht seine Fähigkeiten in Mathe als Ursache für seine schlechten Leistungen. Diese Selbstattribution wird gestützt von der Fremdattribution seiner Eltern, die auch seine Fähigkeiten als Ursache sehen. Die Fremdattribution seiner Lehrerin sieht anders aus, sie attribuiert seine schlechten Leistungen internal und variabel, nämlich auf seine (fehlende) Anstrengung. Mit seiner bisherigen Selbstattribution wird Michael sich kaum aus seiner Situation lösen können, da er sie als gegeben und nicht veränderbar ansieht. Eine höhere Anstrengung seinerseits ist somit auch nicht zu erwarten. Das Attributionsmuster seiner Lehrerin würde ihm zugute kommen, da er dann überhaupt erst eine Möglichkeit sieht, etwas zu verändern. Dieses Muster sollte daher Michael selbst und zudem auch seinen Eltern nahegebracht werden, damit der Wandel in der Attribution nicht nur aus Michael selbst kommt, sondern auch von seinen Eltern unterstützt wird.",1
"Michael attribuiert seinen Misserfolg internal stabil, indem er seine mangelnde Begabung dafür verantwortlich macht. Dementsprechend ist er unmotivierter, da er nichts daran ändern kann. Diese Selbstattribuierung wird von der Fremdattribuierung der Eltern verstärkt oder sogar verursacht und übernommen. Diese erzählen von ihren schlechten Matheleistungen und deuten an, dass in der Familie eine Unfähigkeit in Mathe veranlagt ist. Unterstützender wäre eine variable Attribuierung durch Anstrengung oder Lernzeit gewesen oder das Anbieten von Nachhilfe. Die Mathelehrerin Frau Weber reagiert grundsätzlich gut, indem sie versucht, Michaels Misserfolg (internal) variabel durch Anstrengung zu begründen. Sie sagt, dass seine schlechten Noten mit seiner Faulheit und nicht mit fehlender Begabung zu tun haben. Problematisch könnte allerdings der Begriff „Faulheit“ hier sein und der Vorwurf, er würde nach Ausreden suchen. Das könnte eher als Kritik aufgefasst werden und demotivierend wirken, weil Faulheit nach einer stabileren Persönlichkeitseigenschaft klingt. Das Feedback könnte also durch die Art und Weise der Formulierung nicht richtig beim Schüler ankommen.",1
"Du hast gerade geschrieben, dass der Schüler die Situation nicht bewältigen kann, da er von seinem Umfeld genau dies suggeriert bekommt. Dem stimme ich teilweise zu. Hört der Schüler auf sein Umfeld, was ganz den Anschein macht, ist es fast unmöglich das nächste Schuljahr zu schaffen, da die ""Anstrengung"" keine bedachte Option ist. Aber",1
Der Schüler sollte jedoch auch einen möglichen Grund seiner Probleme in seiner Anstrengung ( internal/ variable) sehen. Zudem sollte er durch seine Eltern und Lehrer besser motiviert werden um eine bessere Leistung zu erreichen.,1
also das er seine Situation verändern kann,0
- WIRD AUF EINE STABILE ODER EINE VARIABLE URSACHE ATTRIBUIERT?,0
Michaels Misserfolge ,1
"Ein wichtiges Konzept, was man dabei beachten sollte, ist das die Eltern ja auch ebenfalls ein internales stabiles Atributionsmuster zeigen.",0
"Ja das ist korrekt, dennoch fehlt mir ein Aspekt:",0
aus Sicht der Lehrerin:-er muss sich besser anstrengen -Ausrede(mangelnde Mathematikbegabung in der ganzen Familie Peters) -Faulheit,0
Michaels schlechte Leistungen,1
"Michel sollte den Grund einfach wegleiten von seiner Begabung hin zur Anstrengung, da man nur an dieser etwas tun kann",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass das Denken seiner Familie nicht förderlich ist. Diese genannten Aspekte sind ausschlaggebend für die Situation. Hinzu kommt, dass der Schüler an Ende sagt, dass er hofft, dass er das nächste Schuljahr schafft. hier sind schon einige Zweifel herauszulesen, die auf diese Elemente zurückzuführen sind.",1
 seinen Misserfolg in Mathe,1
"Am motivationsförderlichsten wäre es, ihm internal variable Attributionsmuster beizubringen",1
"variabler Faktor), ",1
"Vielleicht könnte man es so formulieren: Michael führt seine Probleme in Mathematik auf seine mangelnde Begabung, also eine internal stabile Ursache, zurück. Seine Eltern bestärken ihn durch eine ebensolche Fremdattribution in seiner Ansicht. Michael Mathematiklehrerin versucht ihn durch Reattribution davon zu überzeugen, die Probleme auf mangelnde Anstrengung, also eine internal variable Ursache, zurückzuführen. Michael blickt mit einer großen Unsicherheit in die schulische Zukunft und ist sich nicht sicher, ob er die Schwierigkeiten bewältigen kann.",1
"Dies lässst sich aufgrund der Tatsache relativieren, dass auch immer wieder schwierige Mathefälle erfolge verbuchen, wenn sie sich positiv motivieren und ansträngen.",0
Er hofft auf den glücklichen Zufall,1
Michael erklärt seine Misserfolge,1
"Eine neue Idee zu diesem Fall ist zudem, auch eine internale variable Attribution zu fördern, also den Fokus auf den eigenen Fleiß und Einsatz. Dieser Fokus kommt weder in der Selbstattribution des Jungen, noch in der Selbst- und Fremdattribution der Eltern.",1
"Die Hauptperson hat bedenken, nächstes Jahr nochmal Mathe zu bestehen, denkt also nicht, dass sich die Schwierigkeit leicht bewältigen lässt",1
 Er begründet seine schlechten mathematischen Leistungen mit Hilfe seiner,1
