message,epi
Michael bedient sich einer internal,0
außerdem würde ihm und ,1
"Die Lehrerin sollte sich mit Michaels Eltern zusammensetzen und mit ihnen ein persönliches ""Reattributionstraining"" für Michael besprechen.",1
1.Hypothese zum Fall:,0
finde ich gut,0
" denkt er, dass es ja garnichts bringt, wenn er was lernt, da er ja sowieso schlecht sein wird.",1
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
Empfehlenswert ist der Versuch eine Reselbstattribution um verstärkt den Faktor Anstrenung als Hauptursache auszumache.,1
"Falls er erneut versagen sollte, wäre es besser das dem eigenen Lernaufwand zuzuschreiben, denn das kann er ändern.",1
"Für euch zur Info: In den Reitern über dem Chat findet ihr den Fall, die Aufgabenbeschreibung und die Attributionstheorie. Im Chat scrollen könnt ihr, indem ihr die linke Maustaste im Chat gedrückt haltet und die Maus dann in dem Chatfenster nach oben oder unten bewegt. Eine weitere Möglichkeit zum Scrollen ist, das Touchpad am Laptop mit zwei Fingern zu bedienen, wenn diese Funktion aktiviert ist. Falls ihr Fragen habt, könnt ihr sie jederzeit stellen.",0
als auch die eltern sollten durch ein reattributionstraining lernen die ungünstigen attributionen zu verhindern.,1
"er schiebt es auf die begabung, aber ich denke faulheit spielt auch eine rolle, d. h. mangelndes interesse gehört hier auch dazu!",1
"Zusätzlich könnte man noch anmerken ,daß die Lerhrerin zur Reatribution beitragen müßte. ( Damit sich seine Einstellung ändert.) Und die Eltern natürlich auch!",1
Hier könnte man auf ein Reattributionstraining zurückgreifen,1
sie sollten beide eine entweder eine variabel internale,1
Vielleicht ist er nicht begabt für Mathe,0
"- Wohingegen wenn er die Ursache des Misserfolgs in der mangelnden Anstrengung erkennt, kann er indem er sich mehr anstrengt seine Leistungen verbessern.",1
Sie motivieren ihn nich tzum lernen sonder liefern ihm eine passende Ausrede sich nicht anstrengen zu müssen.,1
Welche willst Du machen?Und wie macht man das denn?,0
"Ja, ok. Ich hätte gerne Klassentreffen",0
1.Hypothese zum Fall:,0
Belege und Begründungen:,0
"Michaels Eltern sollten aufhören ihrem Sohn mangelnde Begabung zu unterstellen, sondern ihn zu mehr Anstrengung ermuntern.",1
Auch die Lehrerin sollte ihn mehr unterstützen und nicht demotivieren.,0
sie sollten beide eine entweder eine variabel internale,1
1.Hypothese zum Fall:,0
besser wäre wenn die eltern und die lehrerin ihn ermutigen würden dass er dass bestimmt schaffen wird und dass sie ihn unterstützen,1
Ja ich bin da.,0
Aber gehts nicht eigentlich um die Faulheit des Jungen? Faulheit kann man doch abstellen und somit is es doch variabel.,1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist, dass eine Eltern Ihn bei der Ansicht unterstützen",0
Aber gehts nicht eigentlich um die Faulheit des Jungen? Faulheit kann man doch abstellen und somit is es doch variabel.,1
Seine Selbstattributionen könnte er verbesseren indem er postive Unterstuzung von Fremdattributionen bekommt. ,1
"Michaels Eltern sollten aufhören ihrem Sohn mangelnde Begabung zu unterstellen, sondern ihn zu mehr Anstrengung ermuntern.",1
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist der schulpsychologische Dienst. Er sucht sich also Hilfe, weil er an seinen fährigkeiten zweifelt.",0
"In dem eine Anstréngung schon im Vorfeld als nutzlos und unergiebig erscheint, fehlt natürlich der Antrieb Einsatz und Energie zu investieren. ",0
"vll wäre es auch ein ansatz, die eltern zu reatribuieren",1
kann solchen Schülern gute Alternativen aufzeigen und den SChulalltag erleichtern.,1
"er ist zu faul, um sich anzustrengen",0
den misserfolg auf genetische benachteiligung (wir sind alle keine leuchten in mathe) zu schieben und darüber witze zu machen trägt nicht zur bekämpfung des problems bei.,1
Seine Selbstattributionen könnte er verbesseren indem er postive Unterstuzung von Fremdattributionen bekommt. ,1
WEIL FOLGENDE FALLINFORMATION DAFÜR SPRICHT:,0
Relativierungen des Arguments:,0
Das ist nicht motivierend,0
hin zu einer variabel-internalen wäre durchaus förderlich für M.,1
"vll wäre es auch ein ansatz, die eltern zu reatribuieren",1
"Hätte Michael aber bei großer Anstrengung innerhalb eines längeren Zeitraumes immer noch schlechte Noten, so würde er es auf mangelnde Begabung zurückführen, und wäre demotiviert.",1
"sie ""verpackt"" es nur schöner",0
"Du hast gerade geschrieben, dass sie ihn demotiviert, dass habe ich nicht so gemeint, dass sie das beabsichtigt tut. Sondern, dass ihre Aussagen, dass es für Michael schwer wird, diesen demotivierend Beigeschmack haben.",0
Reattributionnen könne sowohl den Erziehenden,1
"Würden Lehrerin und Eltern gemeinsam versuchen Michael nahezubringen, dass er mehr Erfolg hätte durch mehr Bemühungen könnten sie ihn vielleicht überzeugen.",1
"Wie wär,s,wenn wir jeder für sich überlegt,was die Theorie behaupten soll.",0
"Kannst du mir genauer erklären, wie du vorgehen willst?",0
"Eine neue Idee zu diesem Fall ist, dass die Eltern vielleicht auch von positiven Erfahrungen ihrerseits berichten könnten. Etwa, dass sie auch mal gute Noten in Mathe hatten (je nach Thema) oder, dass es auch jemanden aus der Familie gibt, der gut in Mathe war und sogar etwas in diesem Bereich macht.",0
stabiler,0
oder internal variable Ursachen wie mangelnde Anstrengung in Betracht ziehen,1
"Odivelas, bis du auch da?",0
das er sich nun mehr anstrengt,1
"Auch wenn mal eine schlechte Note geschrieben wird, ist es wichtig dem Schüler/Kind das Gefühl zu geben, dass es nicht an seiner Begabung liegt sondern an anderen Faktoren wie z.B. an seinem Lernaufwand(internal variabel)",1
Er hatte anscheinend schon immer Probleme mit Mathe.,0
"Würden Lehrerin und Eltern gemeinsam versuchen Michael nahezubringen, dass er mehr Erfolg hätte durch mehr Bemühungen könnten sie ihn vielleicht überzeugen.",1
Misserfolg,1
sondern sein Attributionsmuster kann durch gezielt eingesetztes Training verbessert werden,1
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",1
Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,0
"Auch seine Eltern sollten dieses Training durchlaufen, um ihren Sohn in Zukunft zu ermutigen",1
-Eltern führen seine Misserfolge auf variable Ursachen(zuwenig Anstrengung) ,1
Belege und Begründungen:,0
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
"Aber auch für Michael wäre ein solches Training gut, da er lernen könnte, dass der Grund für seine schlechten Leistungen variabel ist. ",1
Ja.,0
stabile ,0
"Falls er erneut versagen sollte, wäre es besser das dem eigenen Lernaufwand zuzuschreiben, denn das kann er ändern.",1
"vll wäre es auch ein ansatz, die eltern zu reatribuieren",1
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",1
 An die Lösungsvorschläge habe ich nicht gedacht.,0
Ich hoffe ihr schreibt mir zurück.,0
1.Hypothese zum Fall:,0
" da michael sich unverstanden und wahrscheinlich auch hilflos fühlt,",0
"Auch seine Eltern sollten dieses Training durchlaufen, um ihren Sohn in Zukunft zu ermutigen",1
"Du hast gerade etwas gesagt, dem ich  zustimme, und zwar dass er zu sehr der Fremdattribution folgt, somit müsste man ihn diesbezüglich sensibilisieren",0
"Zunächst einmal ist es klar, dass die Person im Text seinen (Lern-)erfolg external attribuiert.",0
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",1
". Sie sollten ihn motivierenzu lernen, denn dadurch kann man auch ohne Begabungbessere Noten schreiben.",1
 Attribution eines ,1
Belege und Begründungen:,0
"Danke! Ihr könnt den Chat jetzt über den ""Chat Beenden""-Button schließen.",0
kann solchen Schülern gute Alternativen aufzeigen und den SChulalltag erleichtern.,1
"Ich finde, dass seine Eltern hier ein viel größeres Problem darstellen. Dadurch, dass sie sagen, dass es in der Familie liegt, dass er in Mathe Probleme hat, fängt Michael zu glauben, dass es sowieso nichts bringt. Er hört dann auch noch von einer seiner Bezugspersonen (sein Vater) viel geschummelt hat. Das kann ihn dazu bringen, dass er das auch macht.",0
"michael geht davon aus,das er mathe einfach nicht kann",0
variable atribution.,0
dringend erforderlich wäre eine reattribution bei den pädagogischen schlüsselpersonen.,1
Belege und Begründungen:,0
-Eltern führen seine Misserfolge auf variable Ursachen(zuwenig Anstrengung) ,1
"Du hast gerade geschrieben, dass er glaubt, es hänge auch vom Zufall ab. Dem stimme ich zu.",0
"in der zehnten jedoch wird er von beiden ungünstigen atributionen dermassen beeinflusst,",1
kann solchen Schülern gute Alternativen aufzeigen und den SChulalltag erleichtern.,1
" zu. Aber eigentlich ist ja das Problem, dass er sich nicht genügend anstrengt(internal variable Attribution).",1
 Da kommt das Reattributionstraining wieder ist Spiel.,1
1.Hypothese zum Fall:,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist ebenso die Tatsache, dass die Lehrerin meiner Meinung nach auch recht schroff auf der Schulfeier reagiert hat, als sie eine (vielleicht bestehende, man weiß es ja nicht!) Lernschwäche als ""himmelschreiende Faulheit"" bezeichnet hatte (s. 72: ""Nicht nur Selbstattributionen auf Seiten der Lernenden, sondern auch Fremdattributionen, die von außen an die Lernenden herangetragen werden, können eine starke Wirkung  entfalten.""). So impliziert sie ihm Faulheit und mangelnde Leistungsbereitschaft - wir wissen aber nicht, ob dem tatsächlich so ist, das lässt der obige Text ja offen. Sie kennt den Hintergrund nicht genau und ein Reattributionstraining wäre auf jeden Fall eine ratsame Lösung für alle Beteiligten.",1
"in der zehnten jedoch wird er von beiden ungünstigen atributionen dermassen beeinflusst,",1
"Durch ein Reattributionstraining könnte sie die ungünstigen Fremdattributionen, die bereits Michaels Motivation beeinträchtigen, beheben bzw. schwinden lassen.",1
"Eine neue Idee zu diesem Fall ist, dass man hier eventuell ein Reattributionstraining einsetzten könnte um das Problem zu beheben",1
Empfehlenswert ist der Versuch eine Reselbstattribution um verstärkt den Faktor Anstrenung als Hauptursache auszumache.,1
"Eine neue Idee zu diesem Fall ist, dass man eventuell ein Reattributionstraining mit dem Schüler und den Eltern durchführen sollte",1
Also zur Zusammenfassung: Selbstattribution --> internal stabile Attribution und Frau Weber: external/internal stabile Attribution,0
"Und bist du auch der Meinung, dass die Person sich nicht in der Lage sieht diese Schwierigkeiten zu überwinden?",0
"Du hast gerade geschrieben, dass Michaels Eltern ihn in seiner Selbstattribution bestätigen. Das würde ich auch so sehen.",0
"seinen Eltern ein Reattributionstraining gut tun, da er sich selbst so schlecht einschätzt und sich dadurch die Lernmotivation nur noch mehr verschlechtert.",1
die eltern sollten zusätzlich ein reattributionstraining machen,1
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",1
Durch ein Reattributionstraining ,1
hin zu einer variabel-internalen wäre durchaus förderlich für M.,1
Misserfolg,1
die eltern sollten zusätzlich ein reattributionstraining machen,1
"Du hast gerade etwas gesagt, dem ich (nicht) zustimme, und zwar.... ja bei mir auch",0
stabile Attribution zum tragen.,0
"Aber wenn ich keineBegabung zur Mathe habe, Ist es wirklich sehr schwer verschidene Formel zu verstehen und dann auch aufgaben zu lösen einige leute können",0
"Es gibt auch Fälle, bei denen sich die schüler sehr bemühen und es ihnen dennoch nicht gelingt, ein passables Egebnis zu erzielen.",0
Fremdattributionen müssen sich nicht immer schlecht auf die Lernmotivation auswirken,0
"Ich denke in 10 minuten Kommt jemand und sagt uns, dass wir für jedes Thema eine Abschließende analyse schreiben sollen.(Kann ja dann Jeder eine Übernehmen. Aber bis dahin solten wir vielleicht die anderen zwei aufgaben noch mehr bearbeiten.Aber selbst Abschließen können wir glaub ich nioch nicht.",0
"Zudem sind wir der Meinung, dass die Eltern ein Reattributionstraining versuchen sollten, bei welchem sie ihrem Sohn ein Feedback geben, welches zu höherer Lernmotivation führt.",1
"3. Darüber hinaus könnte der Schüler den Misserfolg mit dem Hinweis erklären, er habe sich bei der Schulaufgabe nicht genügend angestrengt",0
"Wenn alles klar ist, dann könnt ihr jetzt mit dem Lesen des Falls und danach mit eurer Diskussion beginnen. Bitte verwendet dabei nach Möglichkeit das Halbsätze-Tool. Ihr habt 30 Minuten Zeit.",0
da geht es um Fremdattribution denk eich,0
"Du hast gerade etwas gesagt, dem ich zustimme",0
"Wenn man sich wirklich anstrengt und viel lernt, dann kann man in jedem Fach positive Leistungen erzielen.",0
"Zusätzlich könnte man noch anmerken ,daß die Lerhrerin zur Reatribution beitragen müßte. ( Damit sich seine Einstellung ändert.) Und die Eltern natürlich auch!",1
den misserfolg auf genetische benachteiligung (wir sind alle keine leuchten in mathe) zu schieben und darüber witze zu machen trägt nicht zur bekämpfung des problems bei.,1
"michael übernimmt diesen gedanken und istnicht mehr motiviert,für ihn scheint es aussichtslos sich anzustrengen, weil er eh nichts dran ändern kann.",1
ein reattributionstraining durch Eltern und Schüler könnte ihm helfen,1
"Eine neue Idee zu diesem Fall ist, dass sowohl Michael als auch seine Lehrerin und seine Eltern ein Reattributionstraining bräuchten",1
Also müsste man den Eltern beibringen ihn nicht so zu beeinflussen,1
" zu. Aber eigentlich ist ja das Problem, dass er sich nicht genügend anstrengt(internal variable Attribution).",1
Anstrengung ist die Grunlage zum Lernerfolg,0
"dann hat er sich von seinen mißerfolgen nicht abbringen lassen,",0
könnte sicher die Motivation und das Interesse gefördert werden und somit die Leistung steigern.,1
"Ein Reattributionstraining sowie ein vorangegangenes Gespräch zwischen Lehrkraft, Schüler und dessen Eltern sollte angewandt werden, um Michaels Leistungen nachhaltig zu verbessern und seine Einstellung zum Lernen und Bewältigen schwieriger Lerninhalte neu zu programmieren. So kann das Dogma, Erfolg komme nur durch Begabung, widerlegt werden und Michael erhält ein neues positives und förderndes Mindset.",1
Ein Reattributionstraining von Seiten der Lehrerin wäre in diesem Fall sicher sinnvoll und könnte zu einer günstigeren Selbstattribution führen.,1
Laut der Attributionstheorie von B. Weiner kann man durch Fremdattribution die Motivation von jemanden sowohl positiv als auch negativ beeinflussen,0
Eine neue Idee zu diesem Fall ist definitif wichtig.,0
Ich frage mal nach,0
"ER kann sehr wohl begabt sein,",0
Trotzdem scheint er sich noch nicht ganz darüber im klaren zu sein.,0
Michaels Misserfolge können nur durch ein Reattributionstraining geändert werden. ,1
oder internal variable Ursachen wie mangelnde Anstrengung in Betracht ziehen,1
die eltern sollten zusätzlich ein reattributionstraining machen,1
"Eine neue Idee zu diesem Fall ist, dass man hier eventuell ein Reattributionstraining einsetzten könnte um das Problem zu beheben",1
das er sich nun mehr anstrengt,1
lehrerin sollte versuchen durch eine günstigere fremdattribution ihren schüler zu motivieren,0
"Der Fall ist für mich eindeutig Fremdattribution.Die Eltern geben ihm das Gefühl,dass er für Mathe unbegabt ist",0
stabile,0
 NEXT CASE!,0
"Diese Meinung hat er von seinen Eltern bekommen. Er denkt zwar, dass er nicht begabt ist, aber dabei waren es nur seine Eltern nicht.",0
"vll wäre es auch ein ansatz, die eltern zu reatribuieren",1
dringend erforderlich wäre eine reattribution bei den pädagogischen schlüsselpersonen.,1
kann solchen Schülern gute Alternativen aufzeigen und den SChulalltag erleichtern.,1
Misserfolg,0
"Information aus dem Fall, die wir noch nicht betrachtet haben, ist ebenso die Tatsache, dass die Lehrerin meiner Meinung nach auch recht schroff auf der Schulfeier reagiert hat, als sie eine (vielleicht bestehende, man weiß es ja nicht!) Lernschwäche als ""himmelschreiende Faulheit"" bezeichnet hatte (s. 72: ""Nicht nur Selbstattributionen auf Seiten der Lernenden, sondern auch Fremdattributionen, die von außen an die Lernenden herangetragen werden, können eine starke Wirkung  entfalten.""). So impliziert sie ihm Faulheit und mangelnde Leistungsbereitschaft - wir wissen aber nicht, ob dem tatsächlich so ist, das lässt der obige Text ja offen. Sie kennt den Hintergrund nicht genau und ein Reattributionstraining wäre auf jeden Fall eine ratsame Lösung für alle Beteiligten.",1
Da Michael sein Mathedefizit auf seine mangelnde Begabung zurück-führt ,0
Trotzdem  der Sohn hat keine richtige Einstellung bzw.Beurteilung über seine Leistung.,0
und die ungünstige,0
variabel-->Lehrerin,0
"3. Die Eltern streben auch kein Reattributionstraining an, um ihrem Sohn zu helfen zu einer variablen Attribution zu gelangen und somit die Möglichkeit zu erreichen Erfolg zu erlangen",1
ein reattributionstraining durch Eltern und Schüler könnte ihm helfen,1
"An diesem Punkt könnte man mit Reattributionstranings ansetzen und den Eltern vermitteln, dass sie den Misserfolg ihres Sohnes günstig attribuiieren sollten, sodass dieser dies ebenfalls tut. Auch mit dem Schüler selbst könnte man Trainings durchführen, um seine ungünstige Selbstattribution zu verändern.",1
"Ich stimme dir da absolut zu, wobei man natürlich auch beachten muss, dass sich seine Einstellung eventuell durch die Lehrerin anpassen kann.",0
PROGNOSE UND PÄDAGOGISCHE KONSEQUENZEN AUS DER PERSPEKTIVE DER ATTRIBUTIONSTHEORIE:,0
ein reattributionstraining durch Eltern und Schüler könnte ihm helfen,1
"Kannst du mir genauer erklären, was du damit meinst, dass ""er nur seine Faulheit begründet""?",0
Ja hängt ja auch beides stark zusammen,0
aber irgendwie bringt sie das nicht so rüber als würde sie so meinen: Du warst faul. Beim nächsten Mal wirds besser,0
"Ich würde sagen, dann fangen wir schonmal mit dem Zusammenfassen der Punkte an, oder?",0
Der Lehrer sollte sich einschalten und versuchen seine Leistungen durch reattributionsstrainig zu verbessern,1
"Die Lehrerin sollte sich mit Michaels Eltern zusammensetzen und mit ihnen ein persönliches ""Reattributionstraining"" für Michael besprechen.",1
1.Hypothese zum Fall:,0
Ihr habt noch 10 Minuten Zeit bis zum Ende der Kollaborationsphase. Bitte kommt nun zusammen zu einer Erklärung und schreibt die gemeinsame Analyse am Ende in den Chat.,0
er muß von seinen fähigkeiten überzeugt und motiviert werden,0
"Man braucht aber Mathe,damit man seinen Abitur schaffen kann.Mathe ist auch wichtig für viele Bereiche heutzutage.",0
"Und eigentlich ist er ja auch faul. Bloß hat es halt den Grund, dass er denkt, dass es sowieso nichts bringt, wenn er lernt.",1
und er wird von seinen Eltern nicht unterstützt es zu ändern.,0
Ja.,0
"3. Darüber hinaus könnte der Schüler den Misserfolg mit dem Hinweis erklären, er habe sich bei der Schulaufgabe nicht genügend angestrengt",0
Seid ihr beide da?,0
"Zudem sind wir der Meinung, dass die Eltern ein Reattributionstraining versuchen sollten, bei welchem sie ihrem Sohn ein Feedback geben, welches zu höherer Lernmotivation führt.",1
"external Variable Ursachen, wie Zufall ",1
wie ich sie vorhin formuliert habe,0
gut schreibst du den nächsten?,0
"Aber auch für Michael wäre ein solches Training gut, da er lernen könnte, dass der Grund für seine schlechten Leistungen variabel ist. ",1
Seid ihr beide da?,0
"Vor allem aber sollten auch die Eltern trainiert werden, damit sie ihren Sohn in Zukunft nicht mehr in seinem falschen Glauben bestärken,",1
Schüler sieht eigene mangelnde Fähigkeiten in Mathe als Ursache für Mißerfolg:,0
Die Eltern als Fremdattributionen ,0
PROGNOSE UND PÄDAGOGISCHE KONSEQUENZEN AUS DER PERSPEKTIVE DER ATTRIBUTIONSTHEORIE:,0
"Ja, bitte hier in den Chat.",0
 die lehrerin als auch die ,0
"Michaels Eltern sollten aufhören ihrem Sohn mangelnde Begabung zu unterstellen, sondern ihn zu mehr Anstrengung ermuntern.",1
"Als Lösung wäre ein Reattributionstraining für die Eltern anzuwenden, bei dem sie lernen, ihren Sohn zu motivieren. ",1
"michael übernimmt diesen gedanken und istnicht mehr motiviert,für ihn scheint es aussichtslos sich anzustrengen, weil er eh nichts dran ändern kann.",1
"Ich glaube, daß mathematische Begabungen veranlagt sind.Man ist es oder nicht.",0
 und zum anderen an der Fremdattributation deiner Eltern.,0
"Eine neue Idee zu diesem Fall ist, dass man hier eventuell ein Reattributionstraining einsetzten könnte um das Problem zu beheben",1
Ein Reattributionstraining von Seiten der Lehrerin wäre in diesem Fall sicher sinnvoll und könnte zu einer günstigeren Selbstattribution führen.,1
"auch könnten die eltern durch reattributionstraining befähigt werden, dem sohn zu helfen, indem sie ihn motivieren z.b.durch external stabile attribution oder durch internal variable attribution. ",1
aus Sicht der Mutter:-niemand besitzt eine Begabung für Mathematik,0
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar dass er seine Misserfolge ebenfalls variabel und internal attribuieren sollte. Er muss selbst reflektieren und erkennen, dass nur er selbst etwas an der Situation ändern kann. Wie wir schon gesagt haben, spielt sein Umfeld dabei auch eine große Rolle.",0
Misserfolg,1
NICHT MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
Was haltet Ihr davon.,0
Erstmal eine positive reakton ihrer Eltern.,0
" eigene mangelnde Begabung zurückgeführt,",0
Sehe ich genauso,0
" zu. Aber eigentlich ist ja das Problem, dass er sich nicht genügend anstrengt(internal variable Attribution).",1
Reattributionnen könne sowohl den Erziehenden,1
"Du hast gerade etwas gesagt, dem ich zustimme, und zwar, dass die zu schwere Aufgabenstellung eine externale Attribution wäre, dies aber nur späkulativ wäre, da die Probleme im Fach Mathematik sich nicht nur auf eine Arbeit beziehen, sondern über Jahre weg entwickeln.",0
Seine Selbstattributionen könnte er verbesseren indem er postive Unterstuzung von Fremdattributionen bekommt. ,1
sie sollten beide eine entweder eine variabel internale,1
"Allerdings hat sie seine schlechten Leistungen mit der mangelnden Anstrengung begründet, was ja eher förderlich für die Motivation ist.",0
und sieht es nicht als motivierenden Erfolg,0
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
- IST DIE LOKALITÄT DER ATTRIBUTION INTERNAL ODER EXTERNAL?,0
welche aspekte müssen wir jetzt noch berücksichtigen für die analyse?,0
Ja,0
"3. Die Eltern streben auch kein Reattributionstraining an, um ihrem Sohn zu helfen zu einer variablen Attribution zu gelangen und somit die Möglichkeit zu erreichen Erfolg zu erlangen",1
"Der wille des Schülers sollte also durch positives Zusammenwirken von Eltern und Lehrern ""wach gekiezelt"" werden!",0
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
"Muss jetzt einfach einer von uns diese Analyse formulieren, oder was?",0
"Ich denke, dass die Eltern etwas vorleben und so der Sohn, Michael durch Lernen-am-Modell. Das nachahmt.",0
"Zusätzlich könnte man noch anmerken ,daß die Lerhrerin zur Reatribution beitragen müßte. ( Damit sich seine Einstellung ändert.) Und die Eltern natürlich auch!",1
"Der schüler betrachtet seine mangelnde Begabung als Ursache, allerdings ist ihm diese Einschätzung von außen mitaufoktroiert.",0
", damit nur einer eine Version (anyalysiertund zusammengefasst) ins Forum schreibt.",0
"external Variable Ursachen, wie Zufall ",1
"Hallo, ich mir auch, Entschuldigung!",0
 stabilen Attribution,0
variable Attribution zurückführt .,0
 oder eine vatiabel externale Attribution,1
 oder eine vatiabel externale Attribution,1
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
Hier könnte man auf ein Reattributionstraining zurückgreifen,1
"in dem sie ihm versucht klar zu machen, dss seine schlechten LEistungen nicht auf seine Fähigkeiten, sondern auf seine Anstrengung zurückzuführen sind.",0
"- Wenn Michael weiterhin seine Begabung als Ursache für seinen Misserfolg hält, werden seine Leistungen wohl kaum besser, da er denkt, dass er an dieser Ursache sowieso nichts ändern kann.",1
"Frau Weber sagt Michael ja, sie halte die Story für eine Außrede, um seine himmelschreiende Faulheit zu begründen. ",0
 Ursachen zurückzuführen.,1
FÜR DIESEN FALL RELEVANTE BEGRIFFE DER ATTRIBUTIONSTHEORIE:- GEHT DER ATTRIBUTION EIN ERFOLG ODER EIN MISSERFOLG VORAUS?,0
als auch die eltern sollten durch ein reattributionstraining lernen die ungünstigen attributionen zu verhindern.,1
"Als Lösung wäre ein Reattributionstraining für die Eltern anzuwenden, bei dem sie lernen, ihren Sohn zu motivieren. ",1
sie sollten beide eine entweder eine variabel internale,1
"auch könnten die eltern durch reattributionstraining befähigt werden, dem sohn zu helfen, indem sie ihn motivieren z.b.durch external stabile attribution oder durch internal variable attribution. ",1
"external Variable Ursachen, wie Zufall ",1
"Falls er erneut versagen sollte, wäre es besser das dem eigenen Lernaufwand zuzuschreiben, denn das kann er ändern.",1
 Ursachen zurückzuführen.,1
Ist die Reaktion auf Mißerfolge von Michael internal variabel setzt diese ein Gegengewicht zu seinem external negativen UZmfeld,1
1.Hypothese zum Fall:,0
"Wir glauben, dass Michael seine schlechten Leistungen aktuell internal stabil attribuiert und dass er daher nicht motiviert ist, sich anzustrengen, um bessere Leistungen zu erreichen. Wir erachten ein Reattributionstraining sowohl für ihn als auch für seine Eltern als wichtig, um Michael zu einer internal variablen Attribution zu führen, sowohl für Erfolg als auch für Misserfolg.",1
"er ist zu faul, um sich anzustrengen",0
"Die Lehrerin sollte sich mit Michaels Eltern zusammensetzen und mit ihnen ein persönliches ""Reattributionstraining"" für Michael besprechen.",1
"Du hast gerade geschrieben, dass die Lehrerin auch eine Rolle dabei spielt und dass sie die Faulheit betont bzw. sie sagt, dass der S sich mehr anstrengen müsse. Dies sehe ich wiedeum als eine internale variable Attribution, die sie von dem Schüler fordert, was positiv anzusehen ist",0
" aber die Eltern sollten auch andere Einstellung haben, versuchen ihm zu erklären, dass er viel üben sollte.",1
"schön finde ich es wenn man sich nicht einschüchtern lässt, und ich weiss nicht mehr was ich schreiben sollte :-)",0
gewisser Grad an Faulheit könnte vorliegen,0
Relativierungen des Arguments:,0
"Auch seine Eltern sollten dieses Training durchlaufen, um ihren Sohn in Zukunft zu ermutigen",1
"Würden Lehrerin und Eltern gemeinsam versuchen Michael nahezubringen, dass er mehr Erfolg hätte durch mehr Bemühungen könnten sie ihn vielleicht überzeugen.",1
"Der Vater macht Glück für seinen Abschluss verantwortlich (Selbstattribution, extern",0
Relativierungen des Arguments:,0
 Attribution eines ,1
"vll wäre es auch ein ansatz, die eltern zu reatribuieren",1
 (stimmt das so?),0
1.Hypothese zum Fall:,0
ein reattributionstraining durch Eltern und Schüler könnte ihm helfen,1
Ja das stimme ich dir zu,0
"Ich finde die Lehrerin sollte zunächst einmal den Eltern klar machen, dass ihr Sohn nicht besser wird, wenn sie ihn ständig in seiner Meinung von Mathe nichts zu verstehen unterstützen.",1
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
"Aber auch für Michael wäre ein solches Training gut, da er lernen könnte, dass der Grund für seine schlechten Leistungen variabel ist. ",1
"- Wohingegen wenn er die Ursache des Misserfolgs in der mangelnden Anstrengung erkennt, kann er indem er sich mehr anstrengt seine Leistungen verbessern.",1
Relativierungen des Arguments:,0
"Frau weber hat ihm ja auch drohend gesagt, er müsse sich ganz schön anstrengen um die neunte klasse zu schaffen. Das bedeutet auch sie schreibt ihm keinerlei begabung zu. sie denkt er ist einfach sehr faul, aber könne mit genügend fleiß durchkommen",0
" aber die Eltern sollten auch andere Einstellung haben, versuchen ihm zu erklären, dass er viel üben sollte.",1
FOLGENDE PUNKTE SIND UNGENAU DARGESTELLT:,0
FOLGENDE PUNKTE SIND UNGENAU DARGESTELLT:,0
MIT DER ATTRIBUTIONSTHEORIE ERKLÄRBARE FALLINFORMATIONEN:,0
"Eine neue Idee zu diesem Fall ist dass Michael auch keine internate eigene Motivation für mathe besitz. ""rgendwie wird mir immer klarer, dass Mathe einfach nicht mein Fach ist""",0
"Ich finde die Lehrerin sollte zunächst einmal den Eltern klar machen, dass ihr Sohn nicht besser wird, wenn sie ihn ständig in seiner Meinung von Mathe nichts zu verstehen unterstützen.",1
"Die Lehrerin sollte sich mit Michaels Eltern zusammensetzen und mit ihnen ein persönliches ""Reattributionstraining"" für Michael besprechen.",1
stimme zu,0
